name,predators
Pomacentrus wardi,['Plectropomus leopardus']
Pomadasys commersonnii,"['Haliaeetus vocifer', 'Carcharhinus limbatus', 'Carcharhinus obscurus', 'Ceryle rudis', 'Crocodylus niloticus', 'Hydroprogne tschegrava', 'Argyrosomus hololepidotus', 'Lichia amia']"
Pomadasys kaakan,['Carcharhinus limbatus']
Pomadasys maculatus,['Carcharhinus limbatus']
Pomadasys olivaceus,"['Carcharhinus brachyurus', 'Carcharhinus obscurus', 'Elops machnata', 'Triakis megalopterus', 'Lichia amia']"
Pomadasys striatus,['Carcharhinus limbatus']
Pomatomus saltatrix,"['Petromyzon marinus', 'Atractoscion aequidens', 'Alopias vulpinus', 'Carcharhinus limbatus', 'Galeocerdo cavier', 'Prionace glauca', 'Carcharodon carchari', 'Isurus oxyrinchus', 'Isurus paucus', 'Morone saxatilis', 'Argyrosomus hololepidotus', 'Sarda sarda', 'Thunnus thynnus', 'Squatina dumeril', 'Triakis megalopterus', 'Xiphias gladius', 'Carcharhinus plumbeus', 'Pomatomus saltatrix']"
Pomatoschistus bathi,['Pomatoschistus bathi']
Pomatoschistus canestrinii,['Rutilus rubilio']
Pomatoschistus microps,"['Alosa fallax', 'Podiceps cristatus', 'Ciliata mustela', 'Mergus merganser', 'Gymnocephalus cernuus', 'Chelidonichthys lucerna', 'Solea senegalensis']"
Pomatoschistus minutus,"['Pomatoschistus minutus', 'Alosa fallax', 'Podiceps cristatus', 'Flat fish', 'Gadus morhua', 'Merlangius merlangus', 'Ciliata mustela', 'Enchelyopus cimbrius', 'Mergus merganser', 'Phoca vitulina', 'Flat fish', 'Hippoglossoides platessoides', 'Platichthys flesus', 'Pleuronectes platessa', 'Chelidonichthys lucerna', 'Zeus faber', 'Gobius niger', 'Myoxocephalus scorpius', 'Anguilla anguilla', 'Trisopterus luscus']"
Pomatoschistus pictus,['Pomatoschistus pictus']
Pomoxis annularis,"['Esox lucius', 'Esox masquinongy']"
Pomoxis nigromaculatus,['Micropterus salmoides']
Porcostoma dentata,['Carcharhinus limbatus']
Porichthys myriaster,['Thunnus thynnus thynnus']
Porichthys notatus,"['Prionace glauca', 'Zalophus californianus', 'Phoca vitulina', 'Triakis semifasciata', 'Porichthys notatus']"
Porichthys plectrodon,['Lobotes surinamensis']
Porichthys porosissimus,"['Caulolatilus microps', 'Callorhinchus callorhynchus', 'Stenella frontalis', 'Tursiops truncatus', 'Pontoporia blainvillei', 'Mustelus fasciatus']"
Poroclinus rothrocki,"['Gadus macrocephalus', 'Theragra chalcogramma', 'Reinhardtius stomias']"
Poroderma africanum,['Notorynchus cepedianus']
Poroderma pantherinum,['Notorynchus cepedianus']
Poromitra capito,['Poromitra capito']
Priacanthus arenatus,"['Seriola dumerili', 'Carcharhinus perezi']"
Priacanthus tayenus,['Carcharhinus tilstoni']
Priolepis hipoliti,"['Aulostomus maculatus', 'Rypticus saponaceus']"
Prionace glauca,"['Carcharodon carcharias', 'Isurus oxyrinchus', 'Zalophus californianus']"
Prionodraco evansii,['Cygnodraco mawsoni']
Prionotus carolinus,['Squatina dumeril']
Prionotus nudigula,['Squatina guggenheim']
Prionotus punctatus,['Squatina guggenheim']
Prionotus rubio,['Rachycentron canadum']
Prionotus stephanophrys,"['Merluccius gayi peruanus', 'Trachurus symmetricus', 'Merluccius gayi gayi']"
Pristiapogon exostigma,['Epinephelus merra']
Pristiapogon kallopterus,"['Epinephelus merra', 'Cephalopholis argus', 'Aulostomus chinensis']"
Pristigenys refulgens,['Latimeria chalumnae']
Pristipomoides typus,['Carcharhinus albimarginatus']
Prognathodes falcifer,['Makaira mazara']
Prolatilus jugularis,['Pinguipes chilensis']
Promethichthys prometheus,"['Alepisaurus ferox', 'Carcharhinus albimarginatus']"
Pronotogrammus martinicensis,"['Anous stolidus', 'Sterna fuscata', 'Lutjanus campechanus']"
Prosopium coulterii,"['Kingfisher', 'unidentified', 'Lota lota']"
Prosopium cylindraceum,"['Ameiurus nebulosus', 'Lota lota', 'Prosopium cylindraceum', 'Esox niger', 'Salvelinus namaycush', 'Salmo salar']"
Prosopium williamsoni,['Salvelinus namaycush']
Protomyctophum bolini,"['Diomedea chrysostoma', 'Gymnoscopelus nicholsi', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Aptenodytes patagonicus']"
Protomyctophum choriodon,"['Eudyptes chrysolophus', 'Pygoscelis papua', 'Lampris immaculatus', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Aptenodytes patagonicus']"
Protomyctophum crockeri,['Thunnus alalunga']
Protomyctophum luciferum,['Champsocephalus gunnari']
Protomyctophum normani,"['Micromesistius australis', 'Macruronus novaezelandiae', 'Salilota australis', 'Symbolophorus boops']"
Protomyctophum tenisoni,"['Pygoscelis papua', 'Champsocephalus gunnari', 'Arctocephalus gazella', 'Arctocephalus tropicalis', 'Halobaena caerulea', 'Aptenodytes patagonicus', 'Eudyptes chrysolophus']"
Protomyctophum thompsoni,"['Pleurogrammus monopterygius', 'Bathyraja maculata', 'Bathyraja matsubarai', 'Bathyraja parmifera']"
Protopterus aethiopicus,['Bagrus docmak']
Psenes cyanophrys,"['Alepisaurus ferox', 'Anous stolidus', 'Sterna fuscata']"
Psenes maculatus,"['Anous stolidus', 'Sterna fuscata']"
Psenes pellucidus,['Thunnus alalunga']
Psettichthys melanostictus,['Aequorea victoria']
Psettodes erumei,['Carcharhinus tilstoni']
Pseudanthias squamipinnis,"['Cephalopholis argus', 'Cephalopholis hemistiktos', 'Cephalopholis miniata']"
Pseudaphritis urvillii,['Pseudaphritis urvillii']
Pseudauchenipterus nodosus,"['Arius parkeri', 'Hexanematichthys proops']"
Pseudobarbus phlegethon,"['Micropterus dolomieu', 'Micropterus salmoides']"
Pseudobatos productus,['Triakis semifasciata']
Pseudocaranx dentex,['Tetrapturus audax']
Pseudochaenichthys georgianus,"['Champsocephalus gunnari', 'Diomedea chrysostoma', 'Diomedea melanophris', 'Eudyptes chrysolophus', 'Arctocephalus gazella']"
Pseudocheilinus hexataenia,['Cephalopholis argus']
Pseudocrenilabrus philander,"['Hydrocynus vittatus', 'Ceryle rudis', 'Clarias theodorae', 'Hydroprogne tschegrava']"
Pseudogobius olorum,"['Phalacrocorax melanoleucos', 'Phalacrocorax sulcirostris', 'Phalacrocorax varius', 'Platycephalus speculator']"
Pseudogramma polyacantha,['Cephalopholis argus']
Pseudolabrus miles,['Zeus faber']
Pseudomyxus capensis,['Argyrosomus hololepidotus']
Pseudophycis bachus,['Macruronus novaezelandiae']
Pseudopleuronectes americanus,"['Gadus morhua', 'Lophius americanus', 'Raja erinacea', 'Thunnus thynnus', 'Prionotus evolans']"
Pseudorasbora parva,"['Siniperca chuatsi', 'Dolomedes saganus', 'Micropterus salmoides']"
Pseudosimochromis curvifrons,['Plecodus straeleni']
Pseudotolithus senegalensis,['Pseudotolithus senegalensis']
Pseudotolithus typus,['Pseudotolithus typus']
Pseudupeneus maculatus,"['Aulostomus maculatus', 'Caranx ruber', 'Carcharhinus perezii', 'Fistularia tabacaria', 'Anous stolidus', 'Sterna fuscata', 'Lutjanus analis', 'Lutjanus jocu', 'Epinephelus striatus']"
Ptereleotris evides,['Synodus englemani']
Ptereleotris heteroptera,"['Carangoides fulvoguttatus', 'noddy tern']"
Ptereleotris monoptera,['Carangoides fulvoguttatus']
Ptereleotris zebra,['Epinephelus sp.']
Pterengraulis atherinoides,['Carcharhinus porosus']
Pterocaesio chrysozona,['Plectropomus leopardus']
Pterocaesio tile,['Cephalopholis argus']
Pterogymnus laniarius,"['Merluccius capensis', 'Atractoscion aequidens', 'Arctocephalus pusillus pusillus', 'Sphyrna zygaena']"
Pterois miles,['Fistularia commersonii']
Pteroscion peli,"['Pseudotolithus senegalensis', 'Pseudotolithus typus']"
Pterycombus petersii,['Alepisaurus ferox']
Ptychocheilus grandis,['Ptychocheilus grandis']
Ptychocheilus oregonensis,"['Cottus asper', 'Ptychocheilus oregonensis', 'Micropterus salmoides', 'Sander vitreus']"
Pungitius laevis,['Dolomedes plantarius']
Pungitius platygaster,"['Esox lucius', 'Silurus glanis']"
Pungitius pungitius,"['Anguilla anguilla', 'Cottus gobio', 'Megalocottus platycephalus', 'Lota lota', 'Perca flavescens', 'Stizostedion vitreum', 'Platichthys stellatus', 'Coregonus peled', 'grayling', 'Salmo trutta trutta', 'Salvelinus alpinus', 'Salvelinus fontinalis', 'Salvelinus malma', 'Salvelinus namaycush', 'unidentified', 'Salmo salar']"
Pungu maclareni,"['Stomatepia spp.', 'Clarias maclareni']"
Puntius sophore,['Channa punctata']
Pylodictis olivaris,['Pylodictis olivaris']
Rachycentron canadum,['Coryphaena hippurus']
Raiamas moorii,['Perissodus microlepis']
Raja clavata,['Chelidonichthys gurnardus']
Ramnogaster arcuata,['Cynoscion striatus']
Raneya brasiliensis,"['Delphinus delphis', 'Phalacrocorax atriceps', 'Dipturus chilensis', 'Squatina guggenheim']"
Raniceps raninus,['Phoca groenlandica']
Ranzania laevis,"['Thunnus albacares', 'Istiophorus albicans', 'Tetrapturus albidus']"
Rasbora daniconius,['Channa punctata']
Rasbora sumatrana,['unidentified spider']
Rastrelliger brachysoma,"['unidentified dolphins', 'Scomberomus sp.', 'tunas', 'unidentified shark', 'ribbonfishes']"
Rastrelliger faughni,"['unidentified dolphins', 'Scomberomus sp.', 'tunas', 'unidentified shark', 'ribbonfishes']"
Rastrelliger kanagurta,"['Scomberoides lysan', 'Carcharhinus sorrah', 'Carcharhinus tilstoni', 'unidentified dolphins', 'Scomberomus sp.', 'ribbonfishes']"
Rastrineobola argentea,"['Bagrus docmak', 'Lates niloticus', 'unidentified']"
Redigobius bikolanus,['Eleotris acanthopoma']
Reinhardtius hippoglossoides,"['Theragra chalcogramma', 'Reinhardtius hippoglossoides', 'Raja radiata']"
Remora osteochir,['Thunnus albacares']
Remora remora,"['Anous stolidus', 'Sterna fuscata']"
Retropinna retropinna,"['Anguilla australis australis', 'Galaxias brevipinnis']"
Rexea prometheoides,['Alepisaurus ferox']
Rexea solandri,"['Cyttus traversi', 'Stenella longirostris', 'Macruronus novaezelandiae', 'Helicolenus percoides']"
Rhabdamia gracilis,['Synodus englemani']
Rhabdosargus holubi,"['Galeichthys feliceps', 'Carcharhinus obscurus', 'Ceryle rudis', 'Hydroprogne tschegrava', 'Argyrosomus hololepidotus', 'Lichia amia']"
Rhabdosargus sarba,"['Carcharhinus limbatus', 'Ceryle rudis', 'Hydroprogne tschegrava', 'Phalacrocorax carbo']"
Rhincodon typus,"['Orcinus orca', 'Prionace glauca', 'Makaira nigricans']"
Rhinichthys osculus,"['Ictalurus punctatus', 'Oncorhynchus mykiss', 'Salmo trutta trutta']"
Rhinogobius giurinus,['Micropterus salmoides']
Rhinogobius similis,['Channa argus warpachowskii']
Rhizoprionodon acutus,"['Carcharhinus limbatus', 'Carcharhinus tilstoni']"
Rhodeus amarus,['Sander lucioperca']
Rhynchactis leptonema,['Alepisaurus ferox']
Ribeiroclinus eigenmanni,['Phalacrocorax atriceps']
Richardsonius balteatus,"['Micropterus salmoides', 'Ptychocheilus oregonensis', 'Sander vitreus', 'Oncorhynchus clarki', 'Oncorhynchus mykiss']"
Ronquilus jordani,['Reinhardtius stomias']
Rostroraja eglanteria,['Odontaspis taurus']
Rutilus frisii,['Esox lucius']
Rutilus rutilus,"['Alosa macedonica', 'Leuciscus cephalus', 'Anguilla anguilla', 'Channa argus warpachowskii', 'Esox lucius', 'Lota lota', 'Sander lucioperca', 'Salmo trutta trutta', 'Silurus glanis']"
Ruvettus pretiosus,['Tetrapturus albidus']
Salaria fluviatilis,"['Esox lucius', 'Rutilus rubilio']"
Salaria pavo,['Scorpaena porcus']
Salarias fasciatus,['Plectropomus leopardus']
Salilota australis,"['Cottoperca gobio', 'Merluccius australis']"
Salmo salar,"['Petromyzon marinus', 'Salmo trutta trutta', 'Thymallus thymallus', 'Mergus merganser', 'Tursiops truncatus', 'Gadus morhua', 'Uria aalge', 'Lutra lutra', 'Halichoerus grypus', 'Phoca vitulina', 'Salmo trutta trutta', 'Morus bassanus', 'Esox lucius', 'Salvelinus fontinalis']"
Salmo trutta,"['Ichthyomyzon castaneus', 'Esox lucius', 'Petromyzon marinus', 'Halichoerus grypus', 'Phoca vitulina', 'Lutra lutra']"
Salvelinus fontinalis,"['Ichthyomyzon castaneus', 'unidentified', 'unidentified']"
Salvelinus malma,"['Megalocottus platycephalus', 'Salvelinus leucomaenis leucomaenis']"
Salvelinus namaycush,"['Ichthyomyzon unicuspis', 'Petromyzon marinus', 'Ameiurus nebulosus', 'Lota lota', 'Prosopium cylindraceum']"
Sander lucioperca,"['Anguilla anguilla', 'Channa argus warpachowskii', 'Silurus glanis', 'Pelecus cultratus', 'Esox lucius', 'Perca fluviatilis', 'Sander lucioperca', 'unidentified', 'unidentified']"
Sander vitreus,"['Petromyzon marinus', 'Morone americana', 'Esox lucius', 'Esox masquinongy', 'Stizostedion canadense', 'Stizostedion vitreum', 'unidentifed  perch']"
Sander volgensis,['Sander lucioperca']
Sarcocheilichthys nigripinnis,['Siniperca chuatsi']
Sarda chiliensis,"['Ommastrephes gigas', 'Otaria flavescens']"
Sarda orientalis,['Carcharhinus tilstoni']
Sarda sarda,"['Acanthocybium solandri', 'Sarda sarda', 'Sarda sarda', 'Coryphaena hippurus']"
Sardina pilchardus,"['Seriola dumerili', 'Seriola rivoliana', 'Trachurus mediterraneus', 'Trachurus trachurus', 'Alosa fallax', 'Coryphaena hippurus', 'Merluccius merluccius', 'Sarda sarda', 'Scomber scombrus', 'Thunnus thynnus', 'Lepidorhombus whiffiagonis', 'Serranus cabrilla', 'Serranus hepatus', 'Synodus saurus', 'Chelidonichthys lucernus', 'Uranoscopus scaber', 'Xiphias gladius', 'Zeus faber', 'Oblada melanura', 'Trisopterus luscus', 'Dicentrarchus labrax']"
Sardinella albella,['Scomberomorus plurilineatus']
Sardinella aurita,"['Seriola dumerili', 'Coryphaena hippurus', 'Anous stolidus', 'Sterna fuscata', 'Merluccius merluccius', 'Acanthocybium solandri', 'Xiphias gladius']"
Sardinella brasiliensis,"['Coryphaena hippurus', 'Istiophorus platypterus']"
Sardinella fimbriata,"['Scomberomorus plurilineatus', 'Saurida tumbil', 'Trichiurus lepturus']"
Sardinella longiceps,"['Scomberomorus spp.', 'Saurida tumbil']"
Sardinella zunasi,"['Cynoglossus semilaevis', 'Paralichthys olivaceus']"
Sardinops sagax,"['Pterogymnus laniarius', 'Helicolenus dactylopterus', 'Chelidonichthys capensis', 'Arripis georgianus', 'Arripis trutta', 'Arripis truttaceus', 'Balaenoptera acutorostrata', 'Balaenoptera edeni', 'Trachurus symmetricus murphyi', 'Carcharhinus brachyurus', 'Carcharhinus limbatus', 'Carcharhinus obscurus', 'Seriolella violacea', 'Champsodon snyderi', 'Alcichthys alcicornis', 'Gymnocanthus intermedius', 'Lagenorhynchus obscurus', 'unidentified', 'Gadus macrocephalus', 'Theragra chalcogramma', 'Thyrsites atun', 'Hexagrammos otakii', 'Tetrapturus audax', 'sea gulls', 'Merluccius capensis', 'Merluccius gayi peruanus', 'Merluccius paradoxus', 'Physiculus japonicus', 'Arctocephalus pusillus pusillus', 'Artctocephalus australis', 'Phocoenoides dalli', 'Arctocephalus pusillus pusillus', 'unidentified', 'Pomatomus saltator', 'mutton birds', 'Raja alba', 'Raja clavata', 'Atractoscion aequidens', 'Sarda australis', 'Sarda chiliensis chiliensis', 'Scomber japonicus', 'Galeus nipponensis', 'Eudyptula minor', 'Sphyraena pinguis', 'Sphyrna zygaena', 'Etmopterus compagnoi', 'Squalus acanthias', 'Triakis scyllium', 'unidentified']"
Sargocentron bullisi,['Coryphaena hippurus']
Sargocentron coruscum,"['Aulostomus maculatus', 'Cephalopholis cruentata']"
Sargocentron diadema,"['Cephalopholis miniata', 'Epinephelus fuscoguttatus']"
Sargocentron microstoma,['Epinephelus merra']
Sargocentron vexillarium,"['Anous stolidus', 'Sterna fuscata', 'Epinephelus striatus']"
Sargocentron xantherythrum,['Cephalopholis argus']
Sargochromis codringtonii,['Hydrocynus vittatus']
Sarotherodon galilaeus,"['Hydrocynus forskalii', 'Bagrus docmak', 'Lates niloticus', 'Gymnarchus niloticus', 'Mormyrus rume', 'Schilbe mystus', 'Hemichromis fasciatus', 'unidentified']"
Sarotherodon melanotheron,['unidentified']
Sarpa salpa,"['Carcharhinus limbatus', 'Atractoscion aequidens', 'Sphyrna zygaena', 'Triakis megalopterus', 'Lichia amia', 'Epinephelus marginatus']"
Sarritor frenatus,"['Gadus macrocephalus', 'Atheresthes evermanni', 'Hippoglossus stenolepis', 'Bathyraja aleutica', 'Careproctus cyclocephalus']"
Saurida brasiliensis,['Rachycentron canadum']
Saurida elongata,['Saurida elongata']
Saurida gracilis,"['Plectropomus leopardus', 'Sphyrna lewini']"
Saurida longimanus,['Saurida undosquamis']
Saurida tumbil,['Saurida tumbil']
Saurida undosquamis,"['Carcharhinus limbatus', 'Carcharhinus tilstoni', 'Coryphaena hippurus', 'Sphyraena pinguis', 'Saurida tumbil', 'Trichiurus lepturus']"
Scardinius erythrophthalmus,"['Channa argus warpachowskii', 'Esox lucius', 'Sander lucioperca', 'Silurus glanis']"
Scarus coeruleus,['Lutjanus cyanopterus']
Scarus frenatus,"['Plectropomus leopardus', 'Hydroginella caledonica']"
Scarus ghobban,['Plectropomus leopardus']
Scarus iseri,"['Caranx ruber', 'Lutjanus griseus', 'Epinephelus striatus', 'Mycteroperca interstitialis', 'Mycteroperca venenosa']"
Scarus rivulatus,['Plectropomus leopardus']
Scarus taeniopterus,['Carangoides ruber']
Scarus vetula,"['Mycteroperca venenosa', 'Epinephelus striatus']"
Schilbe intermedius,"['Hydrocynus vittatus', 'Serranochromis angusticeps', 'Gymnarchus niloticus', 'Hepsetus cuvieri', 'Lates niloticus', 'Cormorant', 'Schilbe sp.']"
Schilbe mandibularis,['Hydrocynus forskahli']
Schilbe mystus,"['Hydrocynus brevis', 'Bagrus bajad', 'Lates niloticus', 'Hydrocynus forskalii', 'Hepsetus odoe']"
Schilbe uranoscopus,['Schilbe uranoscopus']
Sciades proops,"['Carcharhinus porosus', 'Arius parkeri']"
Sciaena deliciosa,['Merluccius gayi peruanus']
Scleropages jardinii,['Pelecanus conspicillatus']
Scolecenchelys breviceps,['Platycephalus bassensis']
Scolopsis bilineata,['Plectropomus leopardus']
Scomber australasicus,"['billfishes', 'tunas', 'unidentified shark', 'Coryphaena hippurus', 'unidentified seals/sea lions', 'Euthynnus affinis', 'unidentified dolphins']"
Scomber japonicus,"['Thunnus alalunga', 'Merluccius capensis', 'Arctocephalus pusillus pusillus', 'Balaenoptera acutorostrata', 'Balaenoptera edeni', 'Seriola lalandi', 'Seriola rivoliana', 'Carcharhinus brachyurus', 'Carcharhinus limbatus', 'Carcharhinus obscurus', 'Conger conger', 'Coryphaena hippurus', 'billfishes', 'Merluccius gayi peruanus', 'Merluccius paradoxus', 'seal/sea lion', 'Zalophus californianus', 'Pelecanus sp.', 'Phoca vitulina', 'Raja clavata', 'Atractoscion nobilis', 'Sarda sarda', 'Thunnus thynnus thynnus', 'Sphyrna zygaena', 'Galeorhinus galeus', 'Xiphias gladius', 'Scomber japonicus', 'Makaira mazara']"
Scomber scombrus,"['Petromyzon marinus', 'Raja clavata', 'Alopias superciliosus', 'Trachurus mediterraneus', 'Carcharhinus plumbeus', 'Galeocerdo cuvier', 'Prionace glauca', 'Coryphaena hippurus', 'Merlangius merlangus', 'Isurus oxyrinchus', 'Lamna nasus', 'Lophius piscatorius', 'Merluccius bilinearis', 'Merluccius merluccius', 'Morone saxatilis', 'Myxine glutinosa', 'Phalacrocorax carbo', 'Phoca vitulina', 'Phocoena phocoena', 'Urophycis chuss', 'Pomatomus saltatrix', 'Sarda sarda', 'Thunnus thynnus', 'Squalus acanthias', 'Morus bassanus', 'Sula bassana', 'Aphanopus carbo', 'Chelidonichthys gurnardus', 'Xiphias gladius', 'Gasterosteus aculeatus']"
Scomberesox saurus,"['Coryphaena hippurus', 'Thunnus albacares', 'Alopias vulpinus', 'Isurus oxyrinchus', 'Merluccius bilinearis', 'Merluccius merluccius', 'Arctocephalus pusillus pusillus', 'Thunnus thynnus', 'Morus  bassanus', 'Xiphias gladius', 'Thunnus alalunga']"
Scomberesox scombroides,"['unidentified', 'unidentified', 'Merluccius gayi peruanus', 'Merluccius paradoxus', 'Sphyrna zygaena', 'Squalus acanthias', 'Sula variegata']"
Scomberomorus cavalla,"['Coryphaena hippurus', 'Acanthocybium solandri']"
Scomberomorus commerson,['Carcharhinus limbatus']
Scomberomorus maculatus,"['Morone saxatilis', 'Pomatomus saltator', 'Cynoscion regalis']"
Scomberomorus munroi,['Carcharhinus tilstoni']
Scomberomorus niphonius,['Paralichthys olivaceus']
Scomberomorus regalis,['Acanthocybium solandri']
Scomberomorus tritor,"['undifined', 'unidentified']"
Scombrolabrax heterolepis,"['Merluccius albidus', 'Thunnus obesus']"
Scombrops boops,['Macrorhamphosodes uradoi']
Scopelarchus guentheri,['Stenella attenuata']
Scopelogadus bispinosus,"['Stenella attenuata', 'Thunnus alalunga']"
Scopelosaurus harryi,"['Stenella attenuata', 'Bathyraja aleutica']"
Scopelosaurus meadi,['Macruronus novaezelandiae']
Scopelosaurus smithii,['Heteropriacanthus cruentatus']
Scophthalmus aquosus,"['Gadus morhua', 'Lophius americanus', 'Morone saxatilis', 'Paralichthys dentatus', 'Pomatomus saltatrix', 'Rachycentron canadum', 'Centropristis striata', 'Squalus acanthias']"
Scophthalmus maximus,"['Gadus morhua', 'Halichoerus grypus']"
Scophthalmus rhombus,"['Gadus morhua', 'Halichoerus grypus', 'Phoca vitulina']"
Scorpaena inermis,['Antennarius striatus']
Scorpaena maderensis,['Serranus atricauda']
Scorpaena mystes,['Gymnothorax castaneus']
Scorpaena plumieri,"['Dasyatis americana', 'Lutjanus analis', 'Lutjanus apodus']"
Scorpaena porcus,"['Trachurus mediterraneus', 'Epinephelus marginatus']"
Scorpis aequipinnis,['Zeus faber']
Scyliorhinus canicula,['Gadus morhua']
Sebastes alutus,"['Anoplopoma fimbria', 'Theragra chalcogramma', 'Pleurogrammus monopterygius', 'Oncorhynchus keta', 'Physeter catodon', 'Hippoglossus stenolepis', 'albacore']"
Sebastes borealis,"['Gadus macrocephalus', 'Polypera simushirae', 'Bathyraja maculata']"
Sebastes capensis,['Pinguipes chilensis']
Sebastes crameri,['albacore']
Sebastes emphaeus,"['Sebastes caurinus', 'Sebastes maliger', 'Sebastes ruberrimus']"
Sebastes fasciatus,"['Lophius americanus', 'Pomatomus saltatrix', 'Xiphias gladius']"
Sebastes goodei,['Prionace glauca']
Sebastes jordani,['Merluccius productus']
Sebastes melanops,['Phoca vitulina']
Sebastes mentella,"['Reinhardtius hippoglossoides', 'Centroscyllium fabricii', 'Raja radiata', 'Sebastes mentella']"
Sebastes norvegicus,"['Phocoena phocoena', 'Isurus oxyrinchus', 'Raja radiata', 'Xiphias gladius']"
Sebastes oculatus,['Phalacrocorax atriceps']
Sebastes paucispinis,['Prionace glauca']
Sebastes viviparus,"['Gadus morhua', 'Merlangius merlangus']"
Sebastolobus alascanus,"['Anoplopoma fimbria', 'Zalophus californianus']"
Sebastolobus macrochir,['Anoplopoma fimbria']
Secutor insidiator,"['Pomatomus saltator', 'Sarda orientalis', 'Saurida tumbil', 'Euthynnus affinis']"
Secutor ruconius,"['Saurida tumbil', 'Euthynnus affinis']"
Selar crumenophthalmus,"['Coryphaena hippurus', 'Thunnus albacares', 'Bothus lunatus', 'Tetrapterus audax', 'Anous stolidus', 'Sterna fuscata', 'Lobotes surinamensis', 'Lutjanus monostigma', 'Scomberomorus regalis', 'Trichiurus lepturus', 'Xiphias gladius', 'Caranx melampygus', 'Makaira mazara']"
Selene peruviana,"['Lutjanus guttatus', 'Merluccius gayi peruanus', 'Scomberomorus sierra']"
Selene setapinnis,"['Thunnus alalunga', 'Thunnus albacares', 'Anous stolidus', 'Sterna fuscata', 'Acanthocybium solandri', 'Pseudotolithus senegalensis']"
Semicossyphus pulcher,['Zalophus californianus']
Semotilus atromaculatus,"['Pylodictis olivaris', 'Dolomedes tenebrosus']"
Seriola dumerili,"['Anous stolidus', 'Sterna fuscata', 'Thunnus albacares']"
Seriola fasciata,"['Anous stolidus', 'Sterna fuscata']"
Seriola peruana,['Xiphias gladius']
Seriola rivoliana,"['Carcharhinus albimarginatus', 'Thunnus albacares']"
Seriolella punctata,['Dipturus chilensis']
Seriolella violacea,"['Lagenorhynchus obscurus', 'Merluccius gayi peruanus']"
Seriphus politus,['Zalophus californianus']
Serranochromis robustus,['Clarias gariepinus']
Serranus hepatus,"['Merluccius merluccius', 'Scorpaena porcus', 'Scorpaena scrofa', 'Uranoscopus scaber']"
Serranus scriba,['Scorpaena scrofa']
Serranus tabacarius,['Lutjanus griseus']
Serrivomer beanii,['Allocyttus verrucosus']
Setarches guentheri,['Alepisaurus ferox']
Setipinna phasa,['Anguilla bengalensis bengalensis']
Setipinna taty,"['Cynoglossus semilaevis', 'Paralichthys olivaceus', 'Okamejei kenojei']"
Sierrathrissa leonensis,"['Hydrocynus forskalii', 'Lates niloticus']"
Siganus argenteus,['Epinephelus merra']
Siganus canaliculatus,"['Saurida elongata', 'Sphyraena barracuda']"
Siganus doliatus,['Plectropomus leopardus']
Siganus spinus,['tuna']
Siganus sutor,['Plectropomus leopardus']
Sigmops elongatus,['Beryx splendens']
Sigmops gracilis,['Pleurogrammus monopterygius']
Sillaginodes punctatus,"['unidentified', 'Arripis sp.', 'Thyrsites atun', 'unidentified', 'Phalacrocorax varius']"
Sillago sihama,"['Paralichthys olivaceus', 'Dasyatis kuhlii']"
Silurus glanis,['Esox lucius']
Simochromis diagramma,['Plecodus straeleni']
Sio nordenskjoldii,"['Dissostichus eleginoides', 'Halobaena caerulea']"
Solea solea,"['Merlangius merlangus', 'Phoca vitulina', 'Leucoraja naevus', 'Raja brachyura', 'Raja clavata', 'Synodus saurus', 'Chelidonichthys gurnardus', 'Conger conger', 'Gadus morhua']"
Solea turbynei,"['Galeichthys feliceps', 'Phalacrocorax africanus']"
Sparisoma atomarium,['Carangoides ruber']
Sparisoma aurofrenatum,"['Caranx ruber', 'Lutjanus apodus', 'Cephalopholis fulva', 'Epinephelus striatus']"
Sparisoma radians,['Carangoides ruber']
Sparisoma viride,"['Caranx ruber', 'Lutjanus jocu']"
Sparus aurata,['Phalacrocorax carbo']
Sphoeroides maculatus,"['Morone saxatilis', 'Rhizoprionodon terraenovae', 'Pomatomus saltatrix', 'Carcharhinus plumbeus']"
Sphoeroides marmoratus,['Serranus atricauda']
Sphoeroides spengleri,"['Coryphaena hippurus', 'Lutjanus analis']"
Sphyraena argentea,"['unidentified', 'unidentified', 'unidentified']"
Sphyraena barracuda,['Coryphaena hippurus']
Sphyraena ensis,['Tetrapturus audax']
Sphyraena picudilla,['Sphyraena barracuda']
Sphyraena pinguis,"['Paralichthys olivaceus', 'Okamejei kenojei', 'Sphyraena pinguis']"
Sphyraena sphyraena,['Merluccius merluccius']
Sphyraena viridensis,['Synodus saurus']
Sphyrna lewini,['Orcinus orca']
Spicara maena,"['Spicara maena', 'Merluccius merluccius', 'Serranus hepatus', 'Uranoscopus scaber']"
Spicara smaris,"['Huso huso', 'Merluccius merluccius', 'Sarda sarda', 'Scorpaena scrofa']"
Spondyliosoma cantharus,['Seriola dumerili']
Spondyliosoma emarginatum,['Lichia amia']
