,Relationship_Between_Fish_Brain_Weights_And_Body_Weights
897,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6024&GenusName=Naso&SpeciesName=vlamingii&fc=412
898,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5895&GenusName=Nebrius&SpeciesName=ferrugineus&fc=493
899,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5764&GenusName=Nectamia&SpeciesName=savayensis&fc=304
900,https://www.fishbase.de/physiology/BrainsDataList.php?ID=896&GenusName=Negaprion&SpeciesName=acutidens&fc=11
901,https://www.fishbase.de/physiology/BrainsDataList.php?ID=897&GenusName=Negaprion&SpeciesName=brevirostris&fc=11
902,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9975&GenusName=Nematogobius&SpeciesName=maindroni&fc=405
903,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2660&GenusName=Nemichthys&SpeciesName=scolopaceus&fc=52
904,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5843&GenusName=Nemipterus&SpeciesName=furcosus&fc=324
905,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4559&GenusName=Nemipterus&SpeciesName=japonicus&fc=324
906,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5708&GenusName=Neoglyphidodon&SpeciesName=nigroris&fc=350
907,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8651&GenusName=Neolamprologus&SpeciesName=brevis&fc=349
908,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8652&GenusName=Neolamprologus&SpeciesName=brichardi&fc=349
909,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8739&GenusName=Neolamprologus&SpeciesName=fasciatus&fc=349
910,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8741&GenusName=Neolamprologus&SpeciesName=modestus&fc=349
911,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8744&GenusName=Neolamprologus&SpeciesName=multifasciatus&fc=349
912,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8750&GenusName=Neolamprologus&SpeciesName=pleuromaculatus&fc=349
913,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8752&GenusName=Neolamprologus&SpeciesName=pulcher&fc=349
914,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8753&GenusName=Neolamprologus&SpeciesName=savoryi&fc=349
915,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8755&GenusName=Neolamprologus&SpeciesName=sexfasciatus&fc=349
916,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8757&GenusName=Neolamprologus&SpeciesName=tetracanthus&fc=349
917,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8759&GenusName=Neolamprologus&SpeciesName=tretocephalus&fc=349
918,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5652&GenusName=Neomyxus&SpeciesName=leuciscus&fc=359
919,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7310&GenusName=Neoniphon&SpeciesName=argenteus&fc=243
920,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12896&GenusName=Neoniphon&SpeciesName=aurolineatus&fc=243
921,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6582&GenusName=Neoniphon&SpeciesName=opercularis&fc=243
922,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4911&GenusName=Neoniphon&SpeciesName=sammara&fc=243
923,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8209&GenusName=Neopomacentrus&SpeciesName=cyanomos&fc=350
924,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12461&GenusName=Neopomacentrus&SpeciesName=miryae&fc=350
925,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4508&GenusName=Neotrygon&SpeciesName=kuhlii&fc=20
926,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7629&GenusName=Nerophis&SpeciesName=lumbriciformis&fc=258
927,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4997&GenusName=Nezumia&SpeciesName=aequalis&fc=185
928,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6270&GenusName=Nomorhamphus&SpeciesName=megarrhamphus&fc=694
929,https://www.fishbase.de/physiology/BrainsDataList.php?ID=24758&GenusName=Nomorhamphus&SpeciesName=towoetii&fc=694
930,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9021&GenusName=Notacanthus&SpeciesName=bonaparte&fc=73
931,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2661&GenusName=Notacanthus&SpeciesName=chemnitzii&fc=73
932,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2531&GenusName=Notorynchus&SpeciesName=cepedianus&fc=5
933,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7417&GenusName=Notoscopelus&SpeciesName=caudispinosus&fc=167
934,https://www.fishbase.de/physiology/BrainsDataList.php?ID=841&GenusName=Notoscopelus&SpeciesName=elongatus&fc=167
935,https://www.fishbase.de/physiology/BrainsDataList.php?ID=468&GenusName=Notothenia&SpeciesName=rossii&fc=382
936,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3033&GenusName=Noturus&SpeciesName=flavus&fc=129
937,https://www.fishbase.de/physiology/BrainsDataList.php?ID=850&GenusName=Oblada&SpeciesName=melanura&fc=330
938,https://www.fishbase.de/physiology/BrainsDataList.php?ID=188&GenusName=Ocyurus&SpeciesName=chrysurus&fc=323
939,https://www.fishbase.de/physiology/BrainsDataList.php?ID=60110&GenusName=Odontamblyopus&SpeciesName=lacepedii&fc=405
940,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13545&GenusName=Odontamblyopus&SpeciesName=rubicundus&fc=405
941,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15879&GenusName=Odontobutis&SpeciesName=obscura&fc=549
942,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1311&GenusName=Odonus&SpeciesName=niger&fc=445
943,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4549&GenusName=Omosudis&SpeciesName=lowii&fc=170
944,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6063&GenusName=Omox&SpeciesName=biporos&fc=392
945,https://www.fishbase.de/physiology/BrainsDataList.php?ID=239&GenusName=Oncorhynchus&SpeciesName=mykiss&fc=76
946,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10023&GenusName=Ophiocara&SpeciesName=porocephala&fc=404
947,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8774&GenusName=Ophthalmotilapia&SpeciesName=boops&fc=349
948,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8776&GenusName=Ophthalmotilapia&SpeciesName=nasuta&fc=349
949,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8777&GenusName=Ophthalmotilapia&SpeciesName=ventralis&fc=349
950,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7397&GenusName=Opisthoproctus&SpeciesName=soleatus&fc=85
951,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3686&GenusName=Opistognathus&SpeciesName=macrognathus&fc=366
952,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3687&GenusName=Opistognathus&SpeciesName=maxillosus&fc=366
953,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7218&GenusName=Oplopomus&SpeciesName=oplopomus&fc=405
954,https://www.fishbase.de/physiology/BrainsDataList.php?ID=758&GenusName=Orectolobus&SpeciesName=maculatus&fc=7
955,https://www.fishbase.de/physiology/BrainsDataList.php?ID=759&GenusName=Orectolobus&SpeciesName=ornatus&fc=7
956,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1396&GenusName=Oreochromis&SpeciesName=macrochir&fc=349
957,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3&GenusName=Oreochromis&SpeciesName=mossambicus&fc=349
958,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2&GenusName=Oreochromis&SpeciesName=niloticus&fc=349
959,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1440&GenusName=Oreochromis&SpeciesName=tanganicae&fc=349
960,https://www.fishbase.de/physiology/BrainsDataList.php?ID=48023&GenusName=Orthosternarchus&SpeciesName=tamandua&fc=545
961,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12252&GenusName=Oryzias&SpeciesName=celebensis&fc=210
962,https://www.fishbase.de/physiology/BrainsDataList.php?ID=50265&GenusName=Oryzias&SpeciesName=dancena&fc=210
963,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4669&GenusName=Oryzias&SpeciesName=latipes&fc=210
964,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6265&GenusName=Oryzias&SpeciesName=marmoratus&fc=210
965,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6266&GenusName=Oryzias&SpeciesName=matanensis&fc=210
966,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6269&GenusName=Oryzias&SpeciesName=profundicola&fc=210
967,https://www.fishbase.de/physiology/BrainsDataList.php?ID=253&GenusName=Osmerus&SpeciesName=mordax&fc=80
968,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6234&GenusName=Osteoglossum&SpeciesName=bicirrhosum&fc=38
969,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4700&GenusName=Osteomugil&SpeciesName=cunnesius&fc=359
970,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5766&GenusName=Ostorhinchus&SpeciesName=angustatus&fc=304
971,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5769&GenusName=Ostorhinchus&SpeciesName=compressus&fc=304
972,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9240&GenusName=Ostorhinchus&SpeciesName=cookii&fc=304
973,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4600&GenusName=Ostorhinchus&SpeciesName=cyanosoma&fc=304
974,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6524&GenusName=Ostorhinchus&SpeciesName=endekataenia&fc=304
975,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6605&GenusName=Ostorhinchus&SpeciesName=fasciatus&fc=304
976,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4836&GenusName=Ostorhinchus&SpeciesName=nigrofasciatus&fc=304
977,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12659&GenusName=Ostorhinchus&SpeciesName=norfolcensis&fc=304
978,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6555&GenusName=Ostracion&SpeciesName=cubicus&fc=446
979,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12743&GenusName=Ostracion&SpeciesName=cyanurus&fc=446
980,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15823&GenusName=Oxuderces&SpeciesName=dentatus&fc=405
981,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5595&GenusName=Oxycheilinus&SpeciesName=arenatus&fc=362
982,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5597&GenusName=Oxycheilinus&SpeciesName=celebicus&fc=362
983,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5599&GenusName=Oxycheilinus&SpeciesName=digramma&fc=362
984,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5605&GenusName=Oxycheilinus&SpeciesName=unifasciatus&fc=362
985,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6559&GenusName=Oxymonacanthus&SpeciesName=longirostris&fc=517
986,https://www.fishbase.de/physiology/BrainsDataList.php?ID=715&GenusName=Oxynotus&SpeciesName=bruniensis&fc=659
987,https://www.fishbase.de/physiology/BrainsDataList.php?ID=719&GenusName=Oxynotus&SpeciesName=paradoxus&fc=659
988,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9979&GenusName=Oxyurichthys&SpeciesName=tentacularis&fc=405
989,https://www.fishbase.de/physiology/BrainsDataList.php?ID=890&GenusName=Pagellus&SpeciesName=bogaraveo&fc=330
990,https://www.fishbase.de/physiology/BrainsDataList.php?ID=893&GenusName=Pagellus&SpeciesName=erythrinus&fc=330
991,https://www.fishbase.de/physiology/BrainsDataList.php?ID=25042&GenusName=Palutrus&SpeciesName=meteori&fc=405
992,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23694&GenusName=Pandaka&SpeciesName=lidwilli&fc=405
993,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2075&GenusName=Pantodon&SpeciesName=buchholzi&fc=39
994,https://www.fishbase.de/physiology/BrainsDataList.php?ID=48&GenusName=Parablennius&SpeciesName=gattorugine&fc=392
995,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1700&GenusName=Parablennius&SpeciesName=sanguinolentus&fc=392
996,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4840&GenusName=Paracheilinus&SpeciesName=octotaenia&fc=362
997,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5835&GenusName=Paracirrhites&SpeciesName=arcatus&fc=352
998,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8781&GenusName=Paracyprichromis&SpeciesName=brieni&fc=349
999,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7219&GenusName=Paragobiodon&SpeciesName=echinocephalus&fc=405
1000,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10983&GenusName=Paramormyrops&SpeciesName=gabonensis&fc=40
1001,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5218&GenusName=Paramormyrops&SpeciesName=kingsleyae&fc=40
1002,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6561&GenusName=Parapercis&SpeciesName=clathrata&fc=371
1003,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6562&GenusName=Parapercis&SpeciesName=cylindrica&fc=371
1004,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7866&GenusName=Parapercis&SpeciesName=hexophtalma&fc=371
1005,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6670&GenusName=Parapercis&SpeciesName=millepunctata&fc=371
1006,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7869&GenusName=Parapercis&SpeciesName=nebulosa&fc=371
1007,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23552&GenusName=Parapercis&SpeciesName=roseoviridis&fc=371
1008,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7872&GenusName=Parapercis&SpeciesName=schauinslandii&fc=371
1009,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8296&GenusName=Parascorpaena&SpeciesName=picta&fc=264
1010,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1947&GenusName=Parastromateus&SpeciesName=niger&fc=314
1011,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8214&GenusName=Paratrypauchen&SpeciesName=microcephalus&fc=405
1012,https://www.fishbase.de/physiology/BrainsDataList.php?ID=15881&GenusName=Parioglossus&SpeciesName=raoi&fc=410
1013,https://www.fishbase.de/physiology/BrainsDataList.php?ID=56973&GenusName=Parodon&SpeciesName=nasus&fc=603
1014,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5987&GenusName=Parupeneus&SpeciesName=barberinus&fc=332
1015,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5990&GenusName=Parupeneus&SpeciesName=cyclostomus&fc=332
1016,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10994&GenusName=Parupeneus&SpeciesName=forsskali&fc=332
1017,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5991&GenusName=Parupeneus&SpeciesName=heptacanthus&fc=332
1018,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5992&GenusName=Parupeneus&SpeciesName=indicus&fc=332
1019,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7878&GenusName=Parupeneus&SpeciesName=macronemus&fc=332
1020,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5993&GenusName=Parupeneus&SpeciesName=multifasciatus&fc=332
1021,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5994&GenusName=Parupeneus&SpeciesName=pleurostigma&fc=332
1022,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12604&GenusName=Parupeneus&SpeciesName=porphyreus&fc=332
1023,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6373&GenusName=Parupeneus&SpeciesName=rubescens&fc=332
1024,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5988&GenusName=Parupeneus&SpeciesName=trifasciatus&fc=332
1025,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8203&GenusName=Pastinachus&SpeciesName=sephen&fc=20
1026,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12587&GenusName=Pateobatis&SpeciesName=fai&fc=20
1027,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4609&GenusName=Pegasus&SpeciesName=volitans&fc=286
1028,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5802&GenusName=Pempheris&SpeciesName=oualensis&fc=334
1029,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5867&GenusName=Pentapodus&SpeciesName=caninus&fc=324
1030,https://www.fishbase.de/physiology/BrainsDataList.php?ID=359&GenusName=Perca&SpeciesName=flavescens&fc=306
1031,https://www.fishbase.de/physiology/BrainsDataList.php?ID=358&GenusName=Perca&SpeciesName=fluviatilis&fc=306
1032,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7479&GenusName=Periophthalmodon&SpeciesName=freycineti&fc=405
1033,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7480&GenusName=Periophthalmus&SpeciesName=argentilineatus&fc=405
1034,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12803&GenusName=Periophthalmus&SpeciesName=barbarus&fc=405
1035,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7482&GenusName=Periophthalmus&SpeciesName=kalolo&fc=405
1036,https://www.fishbase.de/physiology/BrainsDataList.php?ID=54509&GenusName=Periophthalmus&SpeciesName=modestus&fc=405
1037,https://www.fishbase.de/physiology/BrainsDataList.php?ID=26515&GenusName=Periophthalmus&SpeciesName=novaeguineaensis&fc=405
1038,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8800&GenusName=Perissodus&SpeciesName=eccentricus&fc=349
1039,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8801&GenusName=Perissodus&SpeciesName=microlepis&fc=349
1040,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4370&GenusName=Pervagor&SpeciesName=melanocephalus&fc=517
1041,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4373&GenusName=Pervagor&SpeciesName=spilosoma&fc=517
1042,https://www.fishbase.de/physiology/BrainsDataList.php?ID=10993&GenusName=Petrocephalus&SpeciesName=binotatus&fc=40
1043,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8380&GenusName=Petrocephalus&SpeciesName=catostoma&fc=40
1044,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11007&GenusName=Petrocephalus&SpeciesName=christyi&fc=40
1045,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11014&GenusName=Petrocephalus&SpeciesName=microphthalmus&fc=40
1046,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11018&GenusName=Petrocephalus&SpeciesName=simus&fc=40
1047,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8808&GenusName=Petrochromis&SpeciesName=ephippium&fc=349
1048,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8802&GenusName=Petrochromis&SpeciesName=famula&fc=349
1049,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8805&GenusName=Petrochromis&SpeciesName=orthognathus&fc=349
1050,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2530&GenusName=Petromyzon&SpeciesName=marinus&fc=1
1051,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6074&GenusName=Petroscirtes&SpeciesName=mitratus&fc=392
1052,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3804&GenusName=Pholis&SpeciesName=gunnellus&fc=395
1053,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11257&GenusName=Photolateralis&SpeciesName=moretoniensis&fc=318
1054,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1340&GenusName=Phycis&SpeciesName=blennoides&fc=506
1055,https://www.fishbase.de/physiology/BrainsDataList.php?ID=13115&GenusName=Pimelodus&SpeciesName=pictus&fc=150
1056,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7833&GenusName=Plagiotremus&SpeciesName=ewaensis&fc=392
1057,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6072&GenusName=Plagiotremus&SpeciesName=tapeinosoma&fc=392
1058,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12788&GenusName=Plagiotremus&SpeciesName=townsendi&fc=392
1059,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5737&GenusName=Platax&SpeciesName=orbicularis&fc=340
1060,https://www.fishbase.de/physiology/BrainsDataList.php?ID=973&GenusName=Platybelone&SpeciesName=argalus+argalus&fc=207
1061,https://www.fishbase.de/physiology/BrainsDataList.php?ID=950&GenusName=Platycephalus&SpeciesName=indicus&fc=273
1062,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3701&GenusName=Platygillellus&SpeciesName=rubrocinctus&fc=380
1063,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2547&GenusName=Platyrhinoidis&SpeciesName=triseriata&fc=17
1064,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8814&GenusName=Plecodus&SpeciesName=paradoxus&fc=349
1065,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8815&GenusName=Plecodus&SpeciesName=straeleni&fc=349
1066,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7703&GenusName=Plectorhinchus&SpeciesName=gaterinus&fc=327
1067,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6940&GenusName=Plectorhinchus&SpeciesName=lineatus&fc=327
1068,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5709&GenusName=Plectroglyphidodon&SpeciesName=dickii&fc=350
1069,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5711&GenusName=Plectroglyphidodon&SpeciesName=johnstonianus&fc=350
1070,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5712&GenusName=Plectroglyphidodon&SpeciesName=lacrymatus&fc=350
1071,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5713&GenusName=Plectroglyphidodon&SpeciesName=leucozonus&fc=350
1072,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7372&GenusName=Plectropomus&SpeciesName=laevis&fc=289
1073,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4826&GenusName=Plectropomus&SpeciesName=leopardus&fc=289
1074,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4886&GenusName=Plectropomus&SpeciesName=maculatus&fc=289
1075,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12893&GenusName=Plectrypops&SpeciesName=lima&fc=243
1076,https://www.fishbase.de/physiology/BrainsDataList.php?ID=8005&GenusName=Plesiops&SpeciesName=coeruleolineatus&fc=294
1077,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4706&GenusName=Plotosus&SpeciesName=lineatus&fc=149
1078,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3227&GenusName=Poecilia&SpeciesName=mexicana&fc=216
1079,https://www.fishbase.de/physiology/BrainsDataList.php?ID=11989&GenusName=Poecilia&SpeciesName=petenensis&fc=216
1080,https://www.fishbase.de/physiology/BrainsDataList.php?ID=3228&GenusName=Poecilia&SpeciesName=reticulata&fc=216
1081,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6220&GenusName=Poecilia&SpeciesName=sulphuraria&fc=216
1082,https://www.fishbase.de/physiology/BrainsDataList.php?ID=23359&GenusName=Poecilia&SpeciesName=vivipara&fc=216
1083,https://www.fishbase.de/physiology/BrainsDataList.php?ID=34&GenusName=Pollachius&SpeciesName=pollachius&fc=183
1084,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1343&GenusName=Pollachius&SpeciesName=virens&fc=183
1085,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5223&GenusName=Pollimyrus&SpeciesName=adspersus&fc=40
1086,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5222&GenusName=Pollimyrus&SpeciesName=isidori&fc=40
1087,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4492&GenusName=Polydactylus&SpeciesName=multiradiatus&fc=361
1088,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7901&GenusName=Polydactylus&SpeciesName=plebeius&fc=361
1089,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4470&GenusName=Polydactylus&SpeciesName=sextarius&fc=361
1090,https://www.fishbase.de/physiology/BrainsDataList.php?ID=2386&GenusName=Polypterus&SpeciesName=palmas&fc=31
1091,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6504&GenusName=Pomacanthus&SpeciesName=imperator&fc=460
1092,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7903&GenusName=Pomacanthus&SpeciesName=maculosus&fc=460
1093,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1118&GenusName=Pomacanthus&SpeciesName=paru&fc=460
1094,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5663&GenusName=Pomacanthus&SpeciesName=semicirculatus&fc=460
1095,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6564&GenusName=Pomacanthus&SpeciesName=sexstriatus&fc=460
1096,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12478&GenusName=Pomacentrus&SpeciesName=albicaudatus&fc=350
1097,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5726&GenusName=Pomacentrus&SpeciesName=pavo&fc=350
1098,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5727&GenusName=Pomacentrus&SpeciesName=philippinus&fc=350
1099,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12503&GenusName=Pomacentrus&SpeciesName=sulfureus&fc=350
1100,https://www.fishbase.de/physiology/BrainsDataList.php?ID=12504&GenusName=Pomacentrus&SpeciesName=trichrourus&fc=350
1101,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5730&GenusName=Pomacentrus&SpeciesName=vaiuli&fc=350
1102,https://www.fishbase.de/physiology/BrainsDataList.php?ID=399&GenusName=Pomadasys&SpeciesName=argenteus&fc=327
1103,https://www.fishbase.de/physiology/BrainsDataList.php?ID=4447&GenusName=Pomadasys&SpeciesName=maculatus&fc=327
1104,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7708&GenusName=Pomadasys&SpeciesName=stridens&fc=327
1105,https://www.fishbase.de/physiology/BrainsDataList.php?ID=9191&GenusName=Pomatoschistus&SpeciesName=marmoratus&fc=405
1106,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1344&GenusName=Pomatoschistus&SpeciesName=microps&fc=405
1107,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1345&GenusName=Pomatoschistus&SpeciesName=minutus&fc=405
1108,https://www.fishbase.de/physiology/BrainsDataList.php?ID=1347&GenusName=Pomatoschistus&SpeciesName=pictus&fc=405
1109,https://www.fishbase.de/physiology/BrainsDataList.php?ID=837&GenusName=Poroderma&SpeciesName=pantherinum&fc=10
1110,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5117&GenusName=Poromitra&SpeciesName=crassiceps&fc=233
1111,https://www.fishbase.de/physiology/BrainsDataList.php?ID=6382&GenusName=Potamotrygon&SpeciesName=motoro&fc=21
1112,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5791&GenusName=Priacanthus&SpeciesName=hamrur&fc=303
1113,https://www.fishbase.de/physiology/BrainsDataList.php?ID=7221&GenusName=Priolepis&SpeciesName=cincta&fc=405
1114,https://www.fishbase.de/physiology/BrainsDataList.php?ID=898&GenusName=Prionace&SpeciesName=glauca&fc=11
1115,https://www.fishbase.de/physiology/BrainsDataList.php?ID=27577&GenusName=Prionobutis&SpeciesName=microps&fc=404
1116,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5756&GenusName=Pristiapogon&SpeciesName=exostigma&fc=304
1117,https://www.fishbase.de/physiology/BrainsDataList.php?ID=5757&GenusName=Pristiapogon&SpeciesName=fraenatus&fc=304
