name,Brain weight (mg),SL (cm),TL (cm),speed,Oxygen Consumption at 20°C,Weight,predators
Amblyopsis rosae,,,,,,,
Amblyopsis spelaea,,,,,,,
Amblyotrypauchen arctocephalus,,,,,,,
Amblypharyngodon atkinsonii,,,,,,,
Amblypharyngodon melettinus,,,,,,,
Amblypharyngodon microlepis,,,,,,,
Amblypharyngodon mola,,,,,,,
Amblypomacentrus breviceps,,,,,,,
Amblypomacentrus clarus,,,,,,,
Amblyraja badia,,,,,,,
Amblyraja doellojuradoi,,,,,,,
Amblyraja frerichsi,,,,,,,
Amblyraja georgiana,,,,,,,
Amblyraja hyperborea,2640.0,,,,,2490.0,
Amblyraja jenseni,,,,,,,
Amblyraja radiata,2252.0,,,,,943.5,"['unidentified', 'unidentified muricid gastropod', 'unidentified naticid gastropod', 'Amblyraja radiata']"
Amblyraja reversa,,,,,,,
Amblyraja robertsi,,,,,,,
Amblyraja taaf,,,,,,,
Amblyrhynchotes honckenii,,,,,,,
Ambophthalmos angustus,,,,,,,
Ameca splendens,,,,,,,
Ameiurus brunneus,,,,,,,
Ameiurus catus,,,,,,,['Morone saxatilis']
Ameiurus melas,,,,,960.0333333333333,,
Ameiurus natalis,,,,,140.4,,
Ameiurus nebulosus,,,,,112.73456790123457,,"['Petromyzon marinus', 'Anguilla rostrata', 'Esox lucius', 'Esox masquinongy', 'Esox niger', 'Stizostedion canadense', 'Stizostedion vitreum']"
Ameiurus platycephalus,,,,,,,
Ameiurus serracanthus,,,,,,,
Amia calva,375.5,,,,,727.0,
Amioides polyacanthus,307.0,15.0,18.5,,,85.0,['Latimeria chalumnae']
Amissidens hainesi,,,,,,,
Ammocrypta beanii,,,,,,,
Ammocrypta bifascia,,,,,,,
Ammocrypta clara,,,,,,,
Ammocrypta meridiana,,,,,,,
Ammocrypta pellucida,,,,,,,
Ammocrypta vivax,,,,,,,
Ammodytes americanus,,,,,,,"['Coryphaena hippurus', 'Balaenoptera physalus', 'Megaptera novaengliae', 'Gadus ogac', 'Merluccius bilinearis', 'Morone saxatilis']"
Ammodytes dubius,,,,,,,"['Alopias vulpinus', 'Carcharhinus obscurus', 'Alosa pseudoharengus', 'Myoxocephalus octodecemspinosus', 'Dasyatis centroura', 'Gadus morhua', 'Melanogrammus aeglefinus', 'Pollachius virens', 'Lophius americanus', 'Urophycis chuss', 'Hippoglossus hippoglossus', 'Limanda ferruginea', 'Pseudopleuronectes americanus', 'Raja erinacea', 'Raja ocellata', 'Stenotomus chrysops', 'Squalus acanthias', 'Mustelus canis', 'Xiphias gladius']"
Ammodytes hexapterus,,,,,,,"['Merluccius productus', 'Fratercula cirrhata', 'Fratercula corniculata', 'Balaenoptera acutorostrata', 'Gymnocanthus spp.', 'Hemilepidotus spp.', 'Myoxocephalus polyacanthocephalus', 'Eleginus gracilis', 'Gadus macrocephalus', 'Theragra chalcogramma', 'Pleurogrammus monopterygius', 'Sterna paradisea', 'Osmerus mordax dentex', 'Phoca vitulina', 'Hippoglossoides robustus', 'Hippoglossus stenolepis', 'Lepidopsetta polyxystra', 'Limanda aspera', 'Limanda proboscidea', 'Pleuronectes quadrituberculatus', 'Reinhardtius stomias', 'Oncorhynchus gorbuscha', 'Oncorhynchus keta', 'Oncorhynchus masou', 'Oncorhynchus mykiss', 'Sebastes caurinus', 'Sebastes ciliatus', 'Sebastes entomelas', 'Sebastes flavidus', 'Sebastes maliger', 'Sebastes melanops', 'Sebastes nebulosus', 'Sebastes ruberrimus', 'unidentified', 'unidentified', 'Eumetopias jubatus', 'Ammodytes hexapterus', 'Platichthys stellatus', 'Salvelinus leucomaenis leucomaenis', 'Salvelinus malma malma', 'Gaviid birds', 'Phalacrocoracid birds', 'Procelariid birds', 'Puffinid birds', 'Stercorarid birds', 'Sulid birds', 'Cerorhinca monocerata', 'Oncorhynchus kisutch', 'Oncorhynchus tshawytscha']"
Ammodytes marinus,50.33333333333334,,,,,36.333333333333336,"['Mergus merganser', 'Gadus morhua', 'Melanogrammus aeglefinus', 'Sterna paradisaea', 'Uria aalge', 'Loligo forbesi', 'Phalacrocorax aristotelis', 'Phoca vitulina', 'Reinhardtius hippoglossoides', 'Raja radiata', 'Scomber scombrus', 'Rissa tridactyla', 'Lophius piscatorius']"
Ammodytes personatus,,,,,,,"['Okamejei kenojei', 'Parathemisto japonica']"
Ammodytes tobianus,,,,,,,['Phoca vitulina']
Ammodytoides gilli,,,,,,,
Ammodytoides leptus,,,,,,,['Carangoides ferdau']
Ammodytoides pylei,,,,,,,
Ammodytoides renniei,,,,,,,
Ammodytoides vagus,,,,,,,
Ammodytoides xanthops,,,,,,,
Ammolabrus dicrus,,,,,,,['lizardfish']
Ammotretis brevipinnis,,,,,,,
Ammotretis elongatus,,,,,,,
Ammotretis lituratus,,,,,,,
Ammotretis macrolepis,,,,,,,
Ammotretis rostratus,,,,,,,
Amniataba affinis,,,,,,,
Amniataba caudavittata,,,,,,,
Amniataba percoides,,,,,,,['Acrochordus arafurae']
Amoya gracilis,32.23333333333333,,14.0,,,17.5,
Amoya madraspatensis,,,,,,,
Amoya signata,,,,,,,
Amphelikturus dendriticus,,,,,,,
Amphiarius phrygiatus,,,,,,,['Hexanematichthys proops']
Amphiarius rugispinis,,,,,,,"['Arius parkeri', 'Hexanematichthys proops']"
Amphichaetodon howensis,,,,,,,
Amphichaetodon melbae,,,,,,,
Amphichthys cryptocentrus,,,,,,,
Amphilius atesuensis,,,,,,,
Amphilius crassus,,,,,,,
Amphilius frieli,,,,,,,
Amphilius jacksonii,,,,,,,
Amphilius laticaudatus,,,,,,,
Amphilius natalensis,,,,,,,
Amphilius platychir,,,,,,,
Amphilius ruziziensis,,,,,,,
Amphilius uranoscopus,,,,,,,
Amphilophus astorquii,,,,,,,
Amphilophus citrinellus,,,,,,,
Amphilophus labiatus,,,,,,,
Amphilophus zaliosus,,,,,,,
Amphiprion akallopisos,,,,,,,
Amphiprion akindynos,,,,,,,
Amphiprion allardi,102.0,,,,,32.2,
Amphiprion bicinctus,60.33333333333334,9.1,11.85,,,21.233333333333334,
Amphiprion chagosensis,,,,,,,
Amphiprion chrysogaster,,,,,,,
Amphiprion chrysopterus,80.5,8.5,11.5,,,22.0,['groupers']
Amphiprion clarkii,,,,,,,
Amphiprion ephippium,,,,,,,
Amphiprion frenatus,,,,,,,
Amphiprion fuscocaudatus,,,,,,,
Amphiprion latezonatus,,,,,,,
Amphiprion latifasciatus,,,,,,,
Amphiprion leucokranos,,,,,,,
Amphiprion mccullochi,,,,,,,
Amphiprion melanopus,77.5,6.0,7.6,0.0,,18.685,['Anyperodon leucogrammicus']
Amphiprion nigripes,,,,,,,
Amphiprion ocellaris,,,,,,,
Amphiprion omanensis,,,,,,,
Amphiprion pacificus,,,,,,,
Amphiprion percula,,,,,,,
Amphiprion perideraion,,,,,,,['groupers']
Amphiprion polymnus,,,,,,,
Amphiprion rubrocinctus,,,,,,,
Amphiprion sandaracinos,,,,,,,
Amphiprion sebae,,,,,,,
Amphiprion thiellei,,,,,,,
Amphiprion tricinctus,,,,,,,['groupers']
Amphistichus argenteus,,,,,,,
Amphistichus koelzi,,,,,,,
Amphistichus rhodoterus,,,,,,,
Amsichthys knighti,,,,,,,
Anabarilius alburnops,,,,,,,
Anabarilius grahami,,,,,,,
Anabas cobojius,,,,,,,
Anabas testudineus,,,,,156.82325581395347,,"['Anhinga melanogaster', 'Pelecanus conspicillatus']"
Anableps anableps,,,,,,,"['Aigrette', 'Ariidae']"
Anableps dowei,,,,,,,
Anableps microlepis,,,,,,,
Anablepsoides hartii,,,,,,,
Anacanthobatis donghaiensis,,,,,,,
Anacanthobatis marmorata,600.0,,,,,80.0,
Anacanthobatis nanhaiensis,,,,,,,
Anacanthus barbatus,,,,,,,
Anampses caeruleopunctatus,353.0,,,,,135.0,
Anampses chrysocephalus,,,,,,,
Anampses cuvier,,,,,,,
Anampses elegans,,,,,,,
Anampses femininus,,,,,,,
Anampses geographicus,,,,,,,
Anampses lennardi,,,,,,,
Anampses lineatus,,,,,,,
Anampses melanurus,26.7,5.5,6.2,,,2.5,
Anampses meleagrides,,,,,,,
Anampses neoguinaicus,,,,,,,
Anampses twistii,109.0,9.0,11.2,,,20.6,
Anaora tentaculata,,,,,,,
Anarchias allardicei,,,,,,,
Anarchias cantonensis,,,,,,,
Anarchias galapagensis,,,,,,,
Anarchias leucurus,,,,,,,
Anarchias seychellensis,,,,,,,
Anarchias similis,,,,,,,
Anarchopterus criniger,,,,,,,
Anarchopterus tectus,,,,,,,
Anarhichas denticulatus,398.0,,,,,5920.0,
Anarhichas lupus,348.80952380952385,,,,,870.0952380952382,"['Merlangius merlangus', 'Chelidonichthys gurnardus']"
Anarhichas minor,669.7272727272727,,,,,7554.545454545455,
Anarhichas orientalis,,,,,,,
Anarrhichthys ocellatus,,,,,,,
Anatirostrum profundorum,,,,,,,
Ancharius fuscus,,,,,,,
Anchichoerops natalensis,,,,,,,
Anchoa analis,,,,,,,
Anchoa argentivittata,,,,,,,
Anchoa belizensis,,,,,,,
Anchoa cayorum,,,,,,,
Anchoa chamensis,,,,,,,
Anchoa choerostoma,,,,,,,
Anchoa colonensis,,,,,,,
Anchoa compressa,,,,,,,
Anchoa cubana,,,,,,,
Anchoa curta,,,,,,,
Anchoa delicatissima,,,,,,,
Anchoa eigenmannia,,,,,,,
Anchoa exigua,,,,,,,
Anchoa filifera,,,,,,,
Anchoa helleri,,,,,,,
Anchoa hepsetus,,,,,,,"['Arius felis', 'Arius melanopus', 'Caranx ruber', 'Carcharhinus altimus', 'Carcharhinus obscurus', 'Rhizoprionodon terraenovae', 'Harengula jaguana', 'Rhinoptera bonasus', 'Paralichthys dentatus', 'Pomatomus saltatrix', 'Cynoscion regalis', 'Leiostomus xanthurus', 'Menticirrhus americanus', 'Scomberomorus maculatus', 'Centropristis striata', 'Lagodon rhomboides', 'Squatina dumeril', 'Rachycentron canadum']"
Anchoa ischana,,,,,,,
Anchoa januaria,,,,,,,
Anchoa lamprotaenia,,,,,,,['Epinephelus striatus']
Anchoa lucida,,,,,,,
Anchoa lyolepis,,,,,,,
Anchoa marinii,,,,,,,
Anchoa mitchilli,,,,,,,"['Mnemiopsis leidyi', 'Chrysaora quinquecirrha', 'Morone saxatilis', 'Pomatomus saltatrix', 'Rachycentron canadum', 'Raja erinacea', 'Cynoscion regalis', 'Centropristis striata', 'Synodus foetens', 'Mnemiopsis leidyi', 'Chrysaora quinquecirrha', 'Pomatomus saltatrix']"
Anchoa mundeola,,,,,,,
Anchoa mundeoloides,,,,,,,
Anchoa nasus,,,,,,,"['Trachurus symmetricus', 'Merluccius gayi gayi', 'Merluccius gayi peruanus']"
Anchoa panamensis,,,,,,,
Anchoa parva,,,,,,,"['Strongylura timucu', 'Elops saurus']"
Anchoa pectoralis,,,,,,,
Anchoa scofieldi,,,,,,,
Anchoa spinifer,,,,,,,['Carcharhinus porosus']
Anchoa starksi,,,,,,,
Anchoa tricolor,,,,,,,
Anchoa trinitatis,,,,,,,
Anchoa walkeri,,,,,,,
Anchovia clupeoides,,,,,,,"['Elops saurus', 'Pterengraulis atherinoides']"
Anchovia macrolepidota,,,,,,,
Anchovia surinamensis,,,,,,,
Anchoviella alleni,,,,,,,
Anchoviella balboae,,,,,,,
Anchoviella blackburni,,,,,,,
Anchoviella brevirostris,,,,,,,
Anchoviella carrikeri,,,,,,,
Anchoviella cayennensis,,,,,,,
Anchoviella elongata,,,,,,,
Anchoviella guianensis,,,,,,,
Anchoviella jamesi,,,,,,,
Anchoviella lepidentostole,,,,,,,['Eleotris pisonis']
Anchoviella manamensis,,,,,,,
Anchoviella nattereri,,,,,,,
Anchoviella perfasciata,,,,,,,"['Anous stolidus', 'Sterna fuscata']"
Anchoviella vaillanti,,,,,,,
Ancistrogobius dipus,,,,,,,
Ancistrogobius squamiceps,,,,,,,
Ancistrogobius yanoi,,,,,,,
Ancistrogobius yoshigoui,,,,,,,
Ancistrus cirrhosus,,,,,,,
Ancistrus cuiabae,,,,,,,
Ancistrus dolichopterus,,,,,,,
Ancistrus hoplogenys,,,,,,,
Ancylopsetta cycloidea,,,,,,,
Ancylopsetta dendritica,,,,,,,
Ancylopsetta dilecta,,,,,,,
Ancylopsetta kumperae,,,,,,,
Ancylopsetta ommata,,,,,,,
Andamia heteroptera,,,,,,,
Andamia reyi,,,,,,,
Andamia tetradactylus,,,,,,,
Andersonia leptura,,,,,,,
Andinoacara latifrons,,,,,,,
Andinoacara pulcher,,,,,80.7,,
Andinoacara rivulatus,,,,,,,
Andinoacara sapayensis,,,,,,,
Andriashevicottus megacephalus,,,,,,,
Anguilla anguilla,170.0,,,,73.78598726114649,650.0,"['Anguilla anguilla', 'unidentified herons', 'cormorants', 'Ardea cinerea', 'pikes', 'Perca fluviatilis', 'Sander lucioperca', 'Phalacrocorax carbo', 'Xiphias gladius', 'gulls', 'Esox lucius']"
Anguilla australis,,,,,29.15,,['Anguilla sp.']
Anguilla bengalensis,,,,,,,
Anguilla bicolor,,,,,,,
Anguilla celebesensis,,,,,,,
Anguilla dieffenbachii,,,,,,,
Anguilla interioris,,,,,,,
Anguilla japonica,,,,,45.18529411764707,,
Anguilla labiata,,,,,,,
Anguilla malgumora,,,,,,,
Anguilla marmorata,,,,,,,
Anguilla megastoma,,,,,,,
Anguilla mossambica,,,,,,,
Anguilla nebulosa,,,,,,,
Anguilla obscura,,,,,,,
Anguilla reinhardtii,,,,,,,['Anguilla sp.']
Anguilla rostrata,,,,,218.78800000000004,,"['Carcharhinus plumbeus', 'Isurus oxyrinchus', 'Morone saxatilis', 'Morus bassanus', 'Carcharhinus plumbeus']"
Anisarchus medius,,,,,,,
Anisochromis kenyae,,,,,,,
Anisochromis mascarenensis,,,,,,,
Anisochromis straussi,,,,,,,
Anisotremus caesius,,,,,,,
Anisotremus davidsonii,,,,,,,
Anisotremus interruptus,,,,,,,
Anisotremus moricandi,,,,,,,
Anisotremus scapularis,,,,,,,
Anisotremus surinamensis,1274.0,,,,,1067.0,['Carcharhinus perezii']
Anisotremus taeniatus,,,,,,,
Anisotremus virginicus,,,,,,,
Anodontiglanis dahli,,,,,,,
Anodontostoma chacunda,155.0,,,,,43.0,
Anodontostoma selangkat,,,,,,,
Anodontostoma thailandiae,,,,,,,
Anomalops katoptron,,,,,,,
Anoplagonus inermis,,,,,,,['Hippoglossus stenolepis']
Anoplarchus insignis,,,,,,,
Anoplarchus purpurescens,,,,,,,['Garter snake']
Anoplocapros amygdaloides,,,,,,,
Anoplocapros inermis,,,,,,,
Anoplocapros lenticularis,,,,,,,
Anoplogaster brachycera,,,,,,,
Anoplogaster cornuta,79.75,16.1,18.6,,94.01428571428572,114.5,"['Alepisaurus ferox', 'Polymixia lowei', 'Thunnus albacares', 'Thunnus thynnus thynnus']"
Anoplopoma fimbria,,,,,208.4,,"['Anoplopoma fimbria', 'Prionace glauca', 'Gadus macrocephalus', 'Ophiodon elongatus', 'Hippoglossus stenolepis', 'Reinhardtius stomias', 'Sebastes entomelas', 'Sebastes flavidus', 'Orcinus orca', 'Sebastes melanops', 'unidentified']"
Anoptoplacus pygmaeus,,,,,,,
Anostomus anostomus,,,,,,,
Anotopterus nikparini,,,,,,,"['Balaenoptera acutorostrata', 'Prionace glauca']"
Anotopterus pharao,,,,,,,['Thunnus thynnus thynnus']
Anotopterus vorax,,,,,,,
Anoxypristis cuspidata,,,,,,,
Antennablennius adenensis,,,,,,,
Antennablennius australis,13.8,5.0,5.7,,,1.3,
Antennablennius bifilum,,,,,,,
Antennablennius hypenetes,,,,,,,
Antennablennius simonyi,,,,,,,
Antennablennius variopunctatus,,,,,,,
Antennarius biocellatus,,,,,,,
Antennarius commerson,,,,,,,
Antennarius hispidus,,,,,,,
Antennarius indicus,,,,,,,
Antennarius maculatus,,,,,,,
Antennarius multiocellatus,,,,,,,
Antennarius pauciradiatus,,,,,,,
Antennarius pictus,,,,,,,['Aprion virescens']
Antennarius randalli,,,,,,,
Antennarius striatus,,,,,,,
Antennatus analis,,,,,,,
Antennatus bermudensis,,,,,,,
Antennatus coccineus,12.0,3.6,4.3,,,3.1,
Antennatus dorehensis,,,,,,,
Antennatus duescus,,,,,,,
Antennatus linearis,,,,,,,
Antennatus nummifer,,,,,,,
Antennatus rosaceus,,,,,,,
Antennatus sanguineus,,,,,,,
Antennatus strigatus,,,,,,,
Antennatus tuberosus,,,,,,,
Anthias anthias,,,,,,,"['Seriola rivoliana', 'Phycis phycis']"
Anthias nicholsi,,,,,,,
Anthias noeli,,,,,,,
Anthias woodsi,,,,,,,
Antigonia capros,,,,,,,"['Thunnus alalunga', 'Thunnus albacares']"
Antigonia combatia,,,,,,,
Antigonia indica,,,,,,,
Antigonia malayana,,,,,,,
Antigonia rhomboidea,,,,,,,
Antigonia rubescens,,,,,,,"['Alepisaurus ferox', 'Latimeria chalumnae', 'Thunnus albacares']"
Antigonia rubicunda,,,,,,,
Antilligobius nikkiae,,,,,,,
Antimora microlepis,,,,,,,
Antimora rostrata,,,,,,,
Antipodocottus elegans,,,,,,,
Antipodocottus galatheae,,,,,,,
Anyperodon leucogrammicus,475.5,,,,,375.0,
Apareiodon affinis,,,,,,,
Apareiodon ibitiensis,,,,,,,
Apeltes quadracus,,,,,,,
Aphanius almiriensis,,,,,,,
Aphanius anatoliae,,,,,,,
Aphanius arakensis,,,,,,,
Aphanius asquamatus,,,,,,,
Aphanius baeticus,,,,,,,
Aphanius danfordii,,,,,,,
Aphanius darabensis,,,,,,,
Aphanius dispar,,,,,466.48,,
Aphanius farsicus,,,,,,,
Aphanius fasciatus,,,,,,,
Aphanius furcatus,,,,,,,
Aphanius iberus,,,,,,,
Aphanius kavirensis,,,,,,,
Aphanius marassantensis,,,,,,,
Aphanius mento,,,,,,,
Aphanius mesopotamicus,,,,,,,
Aphanius saourensis,,,,,,,
Aphanius shirini,,,,,,,
Aphanius splendens,,,,,,,
Aphanius stiassnyae,,,,,,,
Aphanius sureyanus,,,,,,,
Aphanius transgrediens,,,,,,,
Aphanius villwocki,,,,,,,
Aphanopus arigato,,,,,,,
Aphanopus beckeri,,,,,,,
Aphanopus capricornis,,,,,,,
Aphanopus carbo,680.5714285714286,83.08333333333333,87.0,,,795.7142857142858,"['Lagenodelphis hosei', 'Stenella longirostris']"
Aphanopus intermedius,,,,,,,
Aphanopus microphthalmus,,,,,,,
Aphanopus mikhailini,,,,,,,
Aphareus furca,719.0,19.0,23.0,,,128.0,
Aphareus rutilans,2875.0,70.9,87.8,,,5200.0,
Aphia minuta,,,,,,,"['Trachurus mediterraneus', 'Thunnus thynnus', 'Serranus cabrilla', 'Serranus hepatus', 'Chelidonichthys gurnardus']"
Aphos porosus,,,,,,,['Merluccius gayi peruanus']
Aphredoderus sayanus,,,,,,,
Aphyocharax alburnus,,,,,,,['Paratrygon aiereba']
Aphyocharax anisitsi,,,,,,,
Aphyocharax erythrurus,,,,,,,
Aphyocharax nattereri,,,,,,,
Aphyocharax rathbuni,,,,,,,
Aphyocypris chinensis,,,,,,,
Aphyocypris lini,,,,,,,
Aphyocypris moltrechti,,,,,,,
Aphyolebias peruensis,,,,,,,
Aphyonus gelatinosus,,,,,,,
Aphyosemion amoenum,,,,,,,
Aphyosemion aureum,,,,,,,
Aphyosemion australe,,,,,,,
Aphyosemion bamilekorum,,,,,,,
Aphyosemion batesii,,,,,,,
Aphyosemion bitaeniatum,,,,,,,
Aphyosemion bivittatum,,,,,,,
Aphyosemion calliurum,,,,,,,
Aphyosemion cameronense,,,,,,,
Aphyosemion caudofasciatum,,,,,,,
Aphyosemion celiae,,,,,,,
Aphyosemion chauchei,,,,,,,
Aphyosemion christyi,,,,,,,
Aphyosemion citrineipinnis,,,,,,,
Aphyosemion coeleste,,,,,,,
Aphyosemion cognatum,,,,,,,
Aphyosemion congicum,,,,,,,
Aphyosemion cyanostictum,,,,,,,
Aphyosemion dargei,,,,,,,
Aphyosemion edeanum,,,,,,,
Aphyosemion elberti,,,,,,,
Aphyosemion elegans,,,,,,,
Aphyosemion escherichi,,,,,,,
Aphyosemion exigoideum,,,,,,,
Aphyosemion exiguum,,,,,,,
Aphyosemion franzwerneri,,,,,,,
Aphyosemion gabunense,,,,,,,
Aphyosemion hanneloreae,,,,,,,
Aphyosemion heinemanni,,,,,,,
Aphyosemion herzogi,,,,,,,
Aphyosemion hofmanni,,,,,,,
Aphyosemion wuendschi,,,,,,,
Apionichthys dumerili,,,,,,,
Apionichthys finis,,,,,,,
Apistogramma agassizii,,,,,,,
Apistogramma amoena,,,,,,,
Apistogramma borellii,,,,,,,
Apistogramma cacatuoides,,,,,,,
Apistogramma commbrae,,,,,,,
Apistogramma pertensis,,,,,,,
Apistogramma rupununi,,,,,,,
Apistops caloundra,,,,,,,
Apistus carinatus,,,,,,,
Aplatophis chauliodus,,,,,,,
Aplatophis zorro,,,,,,,
Apletodon barbatus,,,,,,,
Apletodon dentatus,,,,,,,
Apletodon gabonensis,,,,,,,
Apletodon pellegrini,,,,,,,
Apletodon wirtzi,,,,,,,
Aploactis aspera,,,,,,,
Aploactisoma milesii,,,,,,,
Aplocheilichthys spilauchen,,,,,,,
Aplocheilus blockii,,,,,,,
Aplocheilus dayi,,,,,,,
Aplocheilus lineatus,,,,,,,
Aplocheilus panchax,13.333333333333336,,,,,0.2493333333333333,['Channa punctata']
Aplocheilus parvus,,,,,,,
Aplocheilus werneri,,,,,,,
Aplochiton zebra,,,,,,,
Aplodactylus arctidens,,,,,,,
Aplodactylus etheridgii,,,,,,,
Aplodactylus lophodon,,,,,,,
Aplodactylus westralis,,,,,,,
Aplodinotus grunniens,,,,,,,"['Pylodictis olivaris', 'Stizostedion vitreum']"
Apocryptes bato,,,,,,,
Apocryptodon madurensis,,,,,,,
Apodichthys flavidus,,,,,,,
Apodichthys fucorum,,,,,,,
Apodocreedia vanderhorsti,,,,,,,
Apogon americanus,,,,,,,
Apogon atradorsatus,,,,,,,
Apogon atricaudus,,,,,,,
Apogon aurolineatus,,,,,,,
Apogon axillaris,,,,,,,
Apogon binotatus,,,,,,,"['Anous stolidus', 'Sterna fuscata']"
Apogon caudicinctus,,,,,,,
Apogon ceramensis,,,,,,,
Apogon coccineus,18.0,3.2,4.1,,,1.3,
Apogon crassiceps,,,,,,,
Apogon deetsie,,,,,,,
Apogon dhofar,,,,,,,
Apogon doryssa,,,,,,,
Apogon dovii,,,,,,,
Apogon erythrinus,,,,,,,['Lutjanus gibbus']
Apogon gouldi,,,,,,,
Apogon guadalupensis,,,,,,,
Apogon imberbis,,,,,,,
Apogon indicus,,,,,,,
Apogon kautamea,,,,,,,
Apogon lachneri,,,,,,,
Apogon leptocaulus,,,,,,,
Apogon maculatus,50.0,,,,,9.8,
Apogon mosavi,,,,,,,
Apogon nitidus,,,,,,,
Apogon pacificus,,,,,,,
Apogon phenax,,,,,,,
Apogon pillionatus,,,,,,,
Apogon planifrons,,,,,,,
Apogon posterofasciatus,,,,,,,
Apogon pseudomaculatus,,,,,,,
Apogon quadrisquamatus,,,,,,,
Apogon retrosella,,,,,,,
Apogon robbyi,,,,,,,
Apogon robinsi,,,,,,,
Apogon rubrifuscus,,,,,,,
Apogon seminigracaudus,,,,,,,
Apogon semiornatus,33.0,,,,,14.3,
Apogon talboti,,,,,,,
Apogon townsendi,,,,,,,
Apogon tricinctus,,,,,,,
Apogon unicolor,,,,,,,
Apogon unitaeniatus,,,,,,,
Apogonichthyoides atripes,,,,,,,
Apogonichthyoides brevicaudatus,,,,,,,
Apogonichthyoides chrysurus,,,,,,,
Apogonichthyoides erdmanni,,,,,,,
Apogonichthyoides maculipinnis,,,,,,,
Apogonichthyoides melas,,,,,,,
Apogonichthyoides niger,,,,,,,
Apogonichthyoides nigripinnis,,,,,,,
Apogonichthyoides opercularis,,,,,,,
Apogonichthyoides pseudotaeniatus,,,,,,,
Apogonichthyoides sialis,,,,,,,
Apogonichthyoides taeniatus,,,,,,,
Apogonichthyoides timorensis,74.0,7.2,8.5,,,11.1,
Apogonichthyoides umbratilis,,,,,,,
Apogonichthyoides uninotatus,,,,,,,
Apogonichthys ocellatus,,,,,,,
Apogonichthys perdix,,,,,,,
Apogonops anomalus,,,,,,,"['Cyttus traversi', 'Macruronus novaezelandiae', 'Helicolenus percoides']"
Apolemichthys arcuatus,298.0,14.7,16.5,,,139.0,
Apolemichthys armitagei,,,,,,,
Apolemichthys griffisi,,,,,,,
Apolemichthys guezei,,,,,,,
Apolemichthys kingi,,,,,,,
Apolemichthys trimaculatus,,,,,,,
Apolemichthys xanthopunctatus,,,,,,,
Apolemichthys xanthotis,314.0,17.1,18.5,,,229.0,
Apolemichthys xanthurus,,,,,,,
Apopterygion alta,,,,,,,
Apopterygion oculus,,,,,,,
Aporops bilinearis,39.6,7.0,8.0,,,12.6,
Aprion virescens,2018.0,46.0,56.8,,,1665.0,
Apristurus breviventralis,,,,,,,
Apristurus brunneus,,,,,,,
Apristurus bucephalus,,,,,,,
Apristurus canutus,,,,,,,
Apristurus gibbosus,,,,,,,
Apristurus herklotsi,,,,,,,
Apristurus indicus,,,,,,,
Apristurus investigatoris,,,,,,,
Apristurus japonicus,,,,,,,
Apristurus kampae,,,,,,,
Apristurus laurussonii,,,,,,,
Apristurus longicephalus,,,,,,,
Apristurus macrorhynchus,,,,,,,
Apristurus macrostomus,,,,,,,
Apristurus manis,,,,,,,
Apristurus melanoasper,,,,,,,
Apristurus microps,,,,,,,
Apristurus micropterygeus,,,,,,,
Apristurus nakayai,,,,,,,
Apristurus nasutus,,,,,,,
Apristurus parvipinnis,,,,,,,
Apristurus platyrhynchus,,,,,,,
Apristurus profundorum,,,,,,,
Apristurus riveri,,,,,,,
Apristurus saldanha,,,,,,,
Apristurus sibogae,,,,,,,
Apristurus sinensis,2787.85,,,,,1450.0,
Apristurus spongiceps,,,,,,,
Apristurus stenseni,,,,,,,
Apristurus yangi,,,,,,,
Aprognathodon platyventris,,,,,,,
Apsilus dentatus,,,,,,,
Apsilus fuscus,,,,,,,
Apterichtus anguiformis,,,,,,,
Apterichtus ansp,,,,,,,
Apterichtus australis,,,,,,,
Apterichtus caecus,,,,,,,
Apterichtus equatorialis,,,,,,,
Apterichtus flavicaudus,,,,,,,
Apterichtus hatookai,,,,,,,
Apterichtus kendalli,,,,,,,
Apterichtus klazingai,,,,,,,
Apteronotus albifrons,171.0,,,,,34.8,
Apterygocampus epinnulatus,,,,,,,
Aptocyclus ventricosus,,,,,,,"['Anoplopoma fimbria', 'Reinhardtius hippoglossoides', 'unidentified']"
Aptychotrema rostrata,3026.0,,,,,2100.0,
Aptychotrema timorensis,,,,,,,
Aptychotrema vincentiana,,,,,,,
Arabibarbus grypus,,,,,,,
Aracana aurita,,,,,,,
Aracana ornata,,,,,,,
Arapaima gigas,445.0,,,,10.40571428571429,130.525,"['Anhinga anhinga', 'Serrasalmus sp.', 'Astronotus ocellatus', 'Cichla monoculus', 'Erythrinus erythrinus', 'Phalacrocorax']"
Archamia bleekeri,,,,,,,
Archiaphyosemion guineense,,,,,,,
Archistes biseriatus,,,,,,,
Archistes plumarius,,,,,,,
Archocentrus centrarchus,,,,,,,
Archoplites interruptus,,,,,,,
Archosargus pourtalesii,,,,,,,
Archosargus probatocephalus,,,,,,,['Carcharhinus leucas']
Archosargus rhomboidalis,,,,,,,
Arcos decoris,,,,,,,
Arcos erythrops,,,,,,,
Arcos nudus,,,,,,,
Arcos poecilophthalmos,,,,,,,
Arcos rhodospilus,,,,,,,
Arctogadus glacialis,,,,,,,['Reinhardtius hippoglossoides']
Arctoscopus japonicus,,,,,,,
