name,Brain weight (mg),SL (cm),TL (cm),speed,Oxygen Consumption at 20°C,Weight,predators
Sphoeroides parvus,,,,,,,
Sphoeroides sechurae,,,,,,,
Sphoeroides spengleri,,,,,,,"['Coryphaena hippurus', 'Lutjanus analis']"
Sphoeroides testudineus,,,,,,,
Sphoeroides trichocephalus,,,,,,,
Sphoeroides tyleri,,,,,,,
Sphoeroides yergeri,,,,,,,
Sphyraena acutipinnis,,,,,,,
Sphyraena afra,,,,,,,
Sphyraena arabiansis,,,,,,,
Sphyraena argentea,,,,,,,"['unidentified', 'unidentified', 'unidentified']"
Sphyraena barracuda,4391.0,72.0,80.5,7.960000000000001,,6181.2,['Coryphaena hippurus']
Sphyraena borealis,,,,,,,
Sphyraena chrysotaenia,105.0,,,,,11.6,
Sphyraena ensis,,,,,,,['Tetrapturus audax']
Sphyraena flavicauda,,,,,,,
Sphyraena forsteri,1147.5,54.0,62.5,,,735.0,
Sphyraena guachancho,,,,,,,
Sphyraena helleri,,,,,,,
Sphyraena idiastes,,,,,,,
Sphyraena japonica,,,,,,,
Sphyraena jello,769.5,39.5,43.0,,,373.5,
Sphyraena lucasana,,,,,,,
Sphyraena novaehollandiae,,,,,,,
Sphyraena obtusata,187.0,17.3,20.0,,,37.7,
Sphyraena picudilla,,,,,,,['Sphyraena barracuda']
Sphyraena pinguis,,,,,,,"['Paralichthys olivaceus', 'Okamejei kenojei', 'Sphyraena pinguis']"
Sphyraena putnamae,,,,,,,
Sphyraena qenie,,,,,,,
Sphyraena sphyraena,,,,,,,['Merluccius merluccius']
Sphyraena viridensis,,,,,,,['Synodus saurus']
Sphyraenops bairdianus,,,,,,,
Sphyrna corona,,,,,,,
Sphyrna couardi,,,,,,,
Sphyrna gilberti,,,,,,,
Sphyrna lewini,53455.0,,,,,40355.0,['Orcinus orca']
Sphyrna media,,,,,,,
Sphyrna mokarran,99140.0,,,,,148500.0,
Sphyrna tiburo,,,,0.77,,,
Sphyrna tudes,,,,,,,
Sphyrna zygaena,63630.0,,,,,63500.0,
Spicara alta,,,,,,,
Spicara australis,,,,,,,
Spicara axillaris,,,,,,,
Spicara maena,266.61538461538464,14.015384615384615,16.284615384615385,,,72.9769230769231,"['Spicara maena', 'Merluccius merluccius', 'Serranus hepatus', 'Uranoscopus scaber']"
Spicara melanurus,,,,,,,
Spicara nigricauda,,,,,,,
Spicara smaris,,,,,,,"['Huso huso', 'Merluccius merluccius', 'Sarda sarda', 'Scorpaena scrofa']"
Spicomacrurus adelscotti,,,,,,,
Spicomacrurus dictyogadus,,,,,,,
Spicomacrurus kuronumai,,,,,,,
Spicomacrurus mccoskeri,,,,,,,
Spinachia spinachia,20.529411764705888,8.019354838709674,8.793548387096775,0.72,412.8,1.435294117647059,
Spinicapitichthys spiniceps,,,,,,,
Spinilophus armatus,,,,,,,
Spiniphryne gladisfenae,,,,,,,
Spiniraja whitleyi,,,,,,,
Spirinchus starksi,,,,,,,
Spirinchus thaleichthys,,,,,,,
Spondyliosoma cantharus,1204.0,38.5,42.4,,,1499.0,['Seriola dumerili']
Spondyliosoma emarginatum,,,,,,,['Lichia amia']
Spottobrotula amaculata,,,,,,,
Spratelloides delicatulus,13.333333333333336,5.033333333333333,5.633333333333333,,,1.5,"['needlefishes', 'Atule mate', 'Caranx melampygus', 'Megalaspis cordyla', 'Scomberoides lysan', 'Scomberoides tol', 'Chirocentrus dorab', 'Lutjanus ehrenbergii', 'Lutjanus vitta', 'Auxis thazard', 'Euthynnus affinis', 'Rastrelliger kanagurta', 'Epinephelus fuscoguttatus', 'Plectropomus leopardus', 'unidentified terns']"
Spratelloides gracilis,,,,,,,"['Tylosurus crocodilus crocodilus', 'Fistularia commersonii']"
Spratelloides lewisi,,,,,,,"['Gazza minuta', 'Rastrelliger kanagurta', 'Sphyraena obtusata']"
Spratelloides robustus,,,,,,,
Spratellomorpha bianalis,,,,,,,
Sprattus antipodum,,,,,,,
Sprattus fuegensis,,,,,,,"['Cottoperca gobio', 'Merluccius australis', 'Salilota australis', 'Bathyraja brachyurops', 'Bathyraja griseocauda', 'Schroederichthys bivius', 'Squalus acanthias']"
Sprattus muelleri,,,,,,,
Sprattus novaehollandiae,,,,,,,
Sprattus sprattus,98.0,12.55,16.5,0.955,,15.5,"['Clupea harengus', 'Sprattus sprattus', 'Tursiops truncatus', 'Gadus morhua', 'Merlangius merlangus', 'Pollachius virens', 'Rissa tridactyla', 'Loligo forbesi', 'Merluccius merluccius', 'Myxine glutinosa', 'Phoca vitulina', 'Leucoraja naevus', 'Raja clavata', 'Raja montagui', 'Sarda sarda', 'Chelidonichthys gurnardus', 'Trisopterus luscus', 'Chelidonichthys lucernus']"
Springeratus caledonicus,,,,,,,
Springeratus xanthosoma,,,,,,,
Springeria folirostris,,,,,,,
Springeria longirostris,,,,,,,
Springerichthys bapturus,,,,,,,
Springerichthys kulbickii,,,,,,,
Squalidus chankaensis,,,,,,,
Squalidus minor,,,,,,,
Squaliobarbus curriculus,,,,,,,
Squaliolus aliae,,,,,,,
Squaliolus laticaudus,440.0,,,,,60.0,
Squalius adanaensis,,,,,,,
Squalius alburnoides,,,,,,,
Squalius albus,,,,,,,
Squalius anatolicus,,,,,,,
Squalius aphipsi,,,,,,,
Squalius aradensis,,,,,,,
Squalius aristotelis,,,,,,,
Squalius berak,,,,,,,
Squalius cappadocicus,,,,,,,
Squalius carinus,,,,,,,
Squalius carolitertii,,,,,,,
Squalius cephaloides,,,,,,,
Squalius cephalus,,,,,261.475,,['Esox lucius']
Squalius cii,,,,,,,
Squalius fellowesii,,,,,,,
Squalius ghigii,,,,,,,
Squalius illyricus,,,,,,,
Squalius keadicus,,,,,,,
Squalius kottelati,,,,,,,
Squalius laietanus,,,,,,,
Squalius lepidus,,,,,,,
Squalius lucumonis,,,,,,,
Squalius malacitanus,,,,,,,
Squalius microlepis,,,,,,,
Squalius moreoticus,,,,,,,
Squalius orpheus,,,,,,,
Squalius pamvoticus,,,,,,,
Squalius peloponensis,,,,,,,
Squalius pursakensis,,,,,,,
Squalius pyrenaicus,,,,,,,
Squalius recurvirostris,,,,,,,
Squalius seyhanensis,,,,,,,
Squalius spurius,,,,,,,
Squalius squaliusculus,,,,,,,
Squalius tenellus,,,,,,,
Squalius torgalensis,,,,,,,
Squalius turcicus,,,,,,,
Squalius valentinus,,,,,,,
Squalius vardarensis,,,,,,,
Squalius zrmanjae,,,,,,,
Squalogadus modificatus,,,,,,,
Squalomugil nasutus,,,,,,,
Squalus acanthias,3115.0,,,,111.9,2590.0,"['Carcharhinus plumbeus', 'Prionace glauca', 'killer whales', 'Gadus morhua', 'Myxine glutinosa', 'grey seal', 'unidentified seal/sea lion', 'Thunnus thynnus', 'Xiphias gladius', 'Squalus acanthias']"
Squalus albicaudus,,,,,,,
Squalus albifrons,,,,,,,
Squalus altipinnis,,,,,,,
Squalus bahiensis,,,,,,,
Squalus bassi,,,,,,,
Squalus blainville,,,,,,,
Squalus brevirostris,,,,,,,
Squalus bucephalus,,,,,,,
Squalus chloroculus,,,,,,,
Squalus clarkae,,,,,,,
Squalus crassispinus,,,,,,,
Squalus cubensis,,,,,,,
Squalus edmundsi,,,,,,,
Squalus formosus,,,,,,,
Squalus grahami,,,,,,,
Squalus griffini,4960.0,,,,,3980.0,
Squalus hemipinnis,,,,,,,
Squalus japonicus,,,,,,,
Squalus lobularis,,,,,,,
Squalus mahia,,,,,,,
Squalus margaretsmithae,,,,,,,
Squalus megalops,2240.0,,,,,420.0,"['Raja wallacei', 'Sphyrna zygaena']"
Squalus melanurus,3270.0,,,,,1115.0,
Squalus mitsukurii,,,,,,,
Squalus montalbani,,,,,,,
Squalus nasutus,,,,,,,
Squalus notocaudatus,,,,,,,
Squalus quasimodo,,,,,,,
Squalus rancureli,,,,,,,
Squalus raoulensis,,,,,,,
Squalus suckleyi,,,,,,,
Squamicreedia obtusa,,,,,,,
Squatina aculeata,,,,,,,
Squatina africana,,,,,,,
Squatina albipunctata,,,,,,,
Squatina argentina,,,,,,,
Squatina armata,,,,,,,
Squatina australis,,,,,,,
Squatina caillieti,,,,,,,
Squatina californica,,,,,,,
Squatina david,,,,,,,
Squatina dumeril,,,,,,,
Squatina formosa,,,,,,,
Squatina guggenheim,,,,,,,['Squatina guggenheim']
Squatina heteroptera,,,,,,,
Squatina japonica,,,,,,,
Squatina legnota,,,,,,,
Squatina mexicana,,,,,,,
Squatina nebulosa,,,,,,,
Squatina occulta,,,,,,,
Squatina oculata,,,,,,,
Squatina pseudocellata,,,,,,,
Squatina squatina,2060.0,,,,,6000.0,
Squatina tergocellata,,,,,,,
Squatina tergocellatoides,,,,,,,
Stalix dicra,,,,,,,
Stalix eremia,,,,,,,
Stalix flavida,,,,,,,
Stalix histrio,,,,,,,
Stalix moenensis,,,,,,,
Stalix omanensis,,,,,,,
Stalix versluysi,,,,,,,
Stanulus seychellensis,,,,,,,
Stanulus talboti,,,,,,,
Starksia atlantica,,,,,,,
Starksia cremnobates,,,,,,,
Starksia elongata,,,,,,,
Starksia fasciata,,,,,,,
Starksia fulva,,,,,,,
Starksia galapagensis,,,,,,,
Starksia grammilaga,,,,,,,
Starksia guadalupae,,,,,,,
Starksia guttata,,,,,,,
Starksia hassi,,,,,,,
Starksia hoesei,,,,,,,
Starksia lepicoelia,,,,,,,
Starksia lepidogaster,,,,,,,
Starksia leucovitta,,,,,,,
Starksia melasma,,,,,,,
Starksia multilepis,,,,,,,
Starksia nanodes,,,,,,,
Starksia occidentalis,,,,,,,
Starksia ocellata,,,,,,,
Starksia posthon,,,,,,,
Starksia rava,,,,,,,
Starksia robertsoni,,,,,,,
Starksia sella,,,,,,,
Starksia sluiteri,,,,,,,
Starksia smithvanizi,,,,,,,
Starksia spinipenis,,,,,,,
Starksia starcki,,,,,,,
Starksia y-lineata,,,,,,,
Stathmonotus culebrai,,,,,,,
Stathmonotus gymnodermis,,,,,,,
Stathmonotus hemphillii,,,,,,,
Stathmonotus lugubris,,,,,,,
Stathmonotus sinuscalifornici,,,,,,,
Stathmonotus stahli,,,,,,,
Stauroglanis gouldingi,,,,,,,
Steatocranus casuarius,,,,,,,
Steatocranus irvinei,,,,,,,
Steatogenys elegans,93.0,,,,,12.0,
Steeneichthys nativitatus,,,,,,,
Steeneichthys plesiopsus,,,,,,,
Stegastes acapulcoensis,,,,,,,
Stegastes adustus,,,,,,,
Stegastes albifasciatus,,,,,,,
Stegastes altus,,,,,,,
Stegastes apicalis,,,,,,,
Stegastes arcifrons,,,,,,,
Stegastes aureus,,,,,,,
Stegastes baldwini,,,,,,,
Stegastes beebei,,,,,,,
Stegastes diencaeus,,,,,,,
Stegastes emeryi,,,,,,,
Stegastes fasciolatus,,,,,,,"['Caranx melampygus', 'Oxycheilinus unifasciatus', 'Gymnothorax rueppelliae']"
Stegastes flavilatus,,,,,,,
Stegastes fuscus,163.0,,,,,32.3,"['Mycteroperca tigris', 'Epinephelus striatus']"
Stegastes gascoynei,,,,,,,
Stegastes imbricatus,,,,,,,
Stegastes insularis,,,,,,,
Stegastes leucorus,,,,,,,
Stegastes leucostictus,,,,,,,
Stegastes limbatus,,,,,,,
Stegastes nigricans,107.5,,,,,21.7,['Epinephelus merra']
Stegastes obreptus,,,,,,,
Stegastes otophorus,,,,,,,
Stegastes partitus,,,,,,,
Stegastes pelicieri,,,,,,,
Stegastes pictus,,,,,,,['Aulostomus maculatus']
Stegastes planifrons,,,,,,,"['Caranx ruber', 'Mycteroperca tigris', 'Mycteroperca venenosa']"
Stegastes punctatus,,,,,,,
Stegastes rectifraenum,,,,,,,
Stegastes redemptus,,,,,,,
Stegastes rocasensis,,,,,,,
Stegastes sanctipauli,,,,,,,
Stegastes variabilis,,,,,,,
Stegastes xanthurus,,,,,,,
Stegostoma fasciatum,,,,,,,
Steindachneria argentea,,,,,,,['Merluccius albidus']
Steindachneridion scriptum,,,,,,,
Steindachnerina argentea,,,,,,,
Steindachnerina biornata,,,,,,,
Steindachnerina brevipinna,,,,,,,
Stelgistrum beringianum,,,,,,,
Stelgistrum concinnum,,,,,,,
Stellerina xyosterna,,,,,,,
Stellifer chrysoleuca,,,,,,,
Stellifer colonensis,,,,,,,
Stellifer ericymba,,,,,,,
Stellifer fuerthii,,,,,,,
Stellifer griseus,,,,,,,
Stellifer illecebrosus,,,,,,,
Stellifer lanceolatus,,,,,,,
Stellifer mancorensis,,,,,,,
Stellifer melanocheir,,,,,,,
Stellifer microps,,,,,,,['Hexanematichthys proops']
Stellifer minor,,,,,,,['Merluccius gayi peruanus']
Stellifer oscitans,,,,,,,
Stellifer pizarroensis,,,,,,,"['Trachurus symmetricus', 'Merluccius gayi gayi']"
Stellifer rastrifer,,,,,,,"['Hexanematichthys proops', 'Pterengraulis atherinoides']"
Stellifer stellifer,,,,,,,
Stellifer walkeri,,,,,,,
Stellifer wintersteenorum,,,,,,,
Stellifer zestocarus,,,,,,,
Stemonidium hypomelas,,,,,,,
Stemonosudis elegans,,,,,,,
Stemonosudis macrura,,,,,,,
Stemonosudis rothschildi,,,,,,,
Stenatherina panatela,,,,,,,
Stenobrachius leucopsarus,23.73333333333333,,8.5,,294.85,3.5333333333333337,"['Anoplopoma fimbria', 'Brama japonica', 'Prionace glauca', 'Theragra chalcogramma', 'Pleurogrammus monopterygius', 'Stenobrachius leucopsarus', 'Atheresthes evermanni', 'Reinhardtius hippoglossoides', 'Bathyraja maculata', 'Bathyraja matsubarai', 'unidentified salmon', 'Thunnus alalunga', 'Sttellar sea lions', 'Sebastes flavidus', 'Tactostoma macropus', 'red-legged kittiwakes', 'Prionace glauca']"
Stenobrachius nannochir,,,,,,,"['Pleurogrammus monopterygius', 'Reinhardtius hippoglossoides', 'Bathyraja maculata', 'Bathyraja matsubarai']"
Stenodus leucichthys,,,,,,,"['Stenodus leucichthys', 'Esox lucius', 'Lota lota']"
Stenogobius beauforti,,,,,,,
Stenogobius genivittatus,20.58333333333333,,16.5,,,17.966666666666665,
Stenogobius keletaona,,,,,,,
Stenogobius kenyae,,,,,,,
Stenogobius lachneri,,,,,,,
Stenogobius polyzona,,,,,,,
Stenogobius yateiensis,,,,,,,
Stenotomus caprinus,,,,,,,['Rachycentron canadum']
Stenotomus chrysops,,,,,,,"['Carcharhinus obscurus', 'Prionace glauca', 'Dasyatis centroura', 'Merluccius bilinearis', 'Morone saxatilis', 'Odontaspis taurus', 'Pomatomus saltatrix', 'Centropristis striata', 'Squalus acanthias', 'Mustelus canis', 'Xiphias gladius', 'Zenopsis conchifera']"
Stephanoberyx monae,,,,,,,
Stephanolepis auratus,,,,,,,
Stephanolepis cirrhifer,,,,,,,
Stephanolepis diaspros,,,,,,,
Stephanolepis hispidus,,,,,,,"['Rhizoprionodon terranovae', 'Coryphaena hippurus', 'Lutjanus analis', 'Pomatomus saltatrix', 'Thunnus albacares', 'Thunnus thynnus']"
Stephanolepis setifer,,,,,,,"['Fistularia tabacaria', 'Lutjanus analis']"
Stereolepis doederleini,,,,,,,
Stereolepis gigas,,,,,,,
Sternarchorhynchus axelrodi,,,,,,,
Sternarchorhynchus britskii,,,,,,,
Sternarchorhynchus caboclo,,,,,,,
Sternarchorhynchus chaoi,,,,,,,
Sternarchorhynchus cramptoni,,,,,,,
Sternarchorhynchus curumim,,,,,,,
Sternarchorhynchus curvirostris,179.0,,,,,13.0,
Sternarchorhynchus freemani,,,,,,,
Sternarchorhynchus galibi,,,,,,,
Sternarchorhynchus gnomus,,,,,,,
Sternarchorhynchus goeldii,,,,,,,
Sternarchorhynchus hagedornae,,,,,,,
Sternarchorhynchus higuchii,,,,,,,
Sternarchorhynchus inpai,,,,,,,
Sternarchorhynchus jaimei,,,,,,,
Sternarchorhynchus kokraimoro,,,,,,,
Sternarchorhynchus mareikeae,,,,,,,
Sternarchorhynchus marreroi,,,,,,,
Sternarchorhynchus mendesi,,,,,,,
Sternarchorhynchus mesensis,,,,,,,
Sternarchorhynchus montanus,,,,,,,
Sternarchorhynchus mormyrus,,,,,,,
Sternarchorhynchus oxyrhynchus,,,,,,,
Sternarchorhynchus retzeri,,,,,,,
Sternarchorhynchus roseni,,,,,,,
Sternarchorhynchus schwassmanni,,,,,,,
Sternarchorhynchus severii,,,,,,,
Sternarchorhynchus starksi,,,,,,,
Sternarchorhynchus stewarti,,,,,,,
Sternarchorhynchus taphorni,,,,,,,
Sternarchorhynchus villasboasi,,,,,,,
Sternarchorhynchus yepezi,,,,,,,
Sternoptyx diaphana,,,,,,,"['Thunnus alalunga', 'Alepisaurus ferox', 'Thunnus obesus', 'Thunnus albacares']"
Sternoptyx pseudobscura,,,,,,,['Alepisaurus ferox']
Sternoptyx pseudodiaphana,,,,,,,
Sternopygus macrurus,,,,,,,
Stethojulis albovittata,,,,,,,
Stethojulis balteata,16.3,,,,,0.8,['Cephalopholis argus']
Stethojulis bandanensis,154.0,10.5,12.0,,2833.6,26.0,['Synodus englemani']
Stethojulis interrupta,47.85,7.0,8.2,,,6.25,
Stethojulis strigiventer,46.35,6.5,5.3,,,6.55,['Plectropomus leopardus']
Stethojulis terina,,,,,,,
Stethojulis trilineata,,,,,,,
Stichaeus punctatus punctatus,,,,,,,
Sticharium clarkae,,,,,,,
Sticharium dorsale,,,,,,,
Stigmatochromis pholidophorus,,,,,,,
Stigmatogobius sadanundio,,,,,,,
Stigmatopora argus,,,,,,,
Stigmatopora macropterygia,,,,,,,
Stigmatopora narinosa,,,,,,,
Stigmatopora nigra,,,,,,,"['Arripis truttaceus', 'Aldrichetta forsteri']"
Stipecampus cristatus,,,,,,,
Stiphodon allen,,,,,,,
Stiphodon atratus,,,,,,,
Stiphodon carisa,,,,,,,
Stiphodon kalfatak,,,,,,,
Stiphodon mele,,,,,,,
Stiphodon rutilaureus,,,,,,,
Stiphodon sapphirinus,,,,,,,
Stiphodon semoni,,,,,,,
Stokellia anisodon,,,,,,,
Stolephorus advenus,,,,,,,
Stolephorus andhraensis,,,,,,,
Stolephorus apiensis,,,,,,,
Stolephorus baganensis,,,,,,,
Stolephorus brachycephalus,,,,,,,
Stolephorus carpentariae,,,,,,,
Stolephorus chinensis,,,,,,,
Stolephorus commersonnii,49.33333333333334,8.0,9.5,,,9.166666666666666,"['Hydroprogne tschegrava', 'Auxis rochei', 'Sarda orientalis', 'Saurida tumbil']"
Stolephorus dubiosus,,,,,,,
Stolephorus holodon,,,,,,,
Stolephorus indicus,,,,,,,['Saurida tumbil']
Stolephorus insularis,,,,,,,
Stolephorus multibranchus,,,,,,,
Stolephorus nelsoni,,,,,,,
Stolephorus pacificus,,,,,,,
Stolephorus ronquilloi,,,,,,,
Stolephorus teguhi,,,,,,,
Stolephorus tri,,,,,,,['Johnius dussumieri']
Stolephorus waitei,,,,,,,
Stolothrissa tanganicae,,,,,,,
Stomatepia mariae,,,,,,,
Stomatepia mongo,,,,,,,
Stomatepia pindu,,,,,,,
Stomias affinis,,,,,,,
Stomias atriventer,,,,,154.0,,
Stomias boa boa,,,,,,,
Stomias boa ferox,,,,,,,
Stomias gracilis,,,,,,,['Micromesistius australis']
Stomias longibarbatus,,,,,,,
Stomias nebulosus,,,,,,,
Stonogobiops dracula,,,,,,,
Stonogobiops larsonae,,,,,,,
Stonogobiops nematodes,,,,,,,
Stonogobiops xanthorhinica,,,,,,,
Stonogobiops yasha,,,,,,,
Strangomera bentincki,,,,,,,
Striuntius lineatus,,,,,,,
Stromateus brasiliensis,,,,,,,"['Lagenorhynchus obscurus', 'Pontoporia blainvillei', 'Dipturus chilensis', 'Squalus acanthias']"
Stromateus fiatola,,,,,,,
Stromateus stellatus,,,,,,,
Strongylura exilis,,,,,,,
Strongylura hubbsi,,,,,,,
Strongylura incisa,,,,,,,
Strongylura krefftii,,,,,,,"['Acrochordus arafurae', 'Scleropages jardinii', 'Pelecanus conspicillatus', 'Lates calcarifer']"
Strongylura leiura,,,,,,,['Haliaeetus vocifer']
Strongylura marina,,,,,,,['Morone saxatilis']
Strongylura notata notata,,,,,,,
Strongylura scapularis,,,,,,,
Strongylura senegalensis,,,,,,,
Strongylura strongylura,110.5,34.0,37.0,,,41.75,
Strongylura timucu,,,,,,,
Strongylura urvillii,,,,,,,
Strophidon sathete,,,,,,,
Stygichthys typhlops,,,,,,,
Stygnobrotula latebricola,,,,,,,
Stylephorus chordatus,,,,,,,
Stypodon signifer,,,,,,,
Suculentophichthus nasus,,,,,,,
Sudis atrox,,,,,,,
Sudis hyalina,,,,,,,['Alepisaurus ferox']
Sueviota aprica,,,,,,,
Sueviota atrinasa,,,,,,,
Sueviota lachneri,,,,,,,
Sueviota larsonae,,,,,,,
Sueviota pyrios,,,,,,,
Suezichthys arquatus,,,,,,,
Suezichthys aylingi,,,,,,,
Suezichthys bifurcatus,,,,,,,
Suezichthys caudavittatus,,,,,,,
Suezichthys cyanolaemus,,,,,,,
Suezichthys devisi,,,,,,,
Suezichthys gracilis,35.0,6.0,7.1,,,2.9,
Suezichthys notatus,,,,,,,
Suezichthys rosenblatti,,,,,,,
Suezichthys russelli,,,,,,,
Suezichthys soelae,,,,,,,
Sufflamen albicaudatum,377.0,,,,,177.0,
Sufflamen bursa,356.0,15.0,17.2,,62.0,85.55,
Sufflamen chrysopterum,321.75,13.65,15.65,,,287.75,
Sufflamen fraenatum,717.5,22.6,25.5,,,410.0,
Sufflamen verres,,,,,,,
Sufflogobius bibarbatus,30.6,,11.65,,,17.225,"['Merluccius capensis', 'Merluccius paradoxus', 'Merluccius productus', 'Arctocephalus pusillus pusillus', 'Raja clavata', 'Helicolenus dactylopterus', 'Chelidonichthys capensis']"
Suggrundus macracanthus,,,,,,,
Suggrundus meerdervoortii,,,,,,,
Sunagocia arenicola,,,,,,,
Sunagocia carbunculus,,,,,,,
Sunagocia otaitensis,,,,,,,
Sunagocia sainsburyi,,,,,,,
Sundasalanx praecox,,,,,,,
Sutorectus tentaculatus,,,,,,,
Suttonia lineata,,,,,,,
Syacium guineensis,,,,,,,
Syacium gunteri,,,,,,,
Syacium latifrons,,,,,,,
Syacium longidorsale,,,,,,,
Syacium maculiferum,,,,,,,
Syacium micrurum,,,,,,,
Syacium ovale,,,,,,,
Syacium papillosum,,,,,,,
Symbolophorus barnardi,,,,,,,"['Merluccius capensis', 'Malacocephalus laevis']"
Symbolophorus boops,,,,,,,"['Lagenodelphis hosei', 'Stenella longirostris', 'Merluccius capensis', 'Merluccius paradoxus']"
Symbolophorus californiensis,,,,,457.2,,"['Trachurus symmetricus', 'Zalophus californianus', 'Thunnus alalunga', 'rockfishes']"
Symbolophorus evermanni,,,,,,,"['Lagenodelphis hosei', 'Stenella longirostris', 'Galeus nipponensis']"
Symbolophorus kreffti,,,,,,,
Symbolophorus reversus,,,,,,,
Symbolophorus veranyi,,,,,,,['Galeus melastomus']
Symphodus bailloni,168.0,11.3,12.8,,,33.0,
Symphodus cinereus,,,,,,,"['Serranus cabrilla', 'Serranus hepatus']"
Symphodus mediterraneus,112.54545454545456,9.333333333333334,11.111111111111107,,,22.88181818181818,"['Seriola rivoliana', 'Synodus saurus']"
Symphodus melops,114.64,9.541666666666668,11.22777777777778,,,27.24749999999999,
Symphodus roissali,,,,,,,['Scorpaena porcus']
Symphodus tinca,234.28571428571428,15.7,18.58,,,77.24285714285716,['Epinephelus marginatus']
Symphodus trutta,,,,,,,['Epinephelus marginatus']
Symphorichthys spilurus,,,,,,,
Symphorus nematophorus,,,,,,,
Symphurus arawak,,,,,,,
Symphurus atramentatus,,,,,,,
Symphurus atricaudus,,,,,,,['Triakis semifasciata']
Symphurus australis,,,,,,,
Symphurus billykrietei,,,,,,,
Symphurus callopterus,,,,,,,
Symphurus chabanaudi,,,,,,,
Symphurus civitatium,,,,,,,
Symphurus diabolicus,,,,,,,
Symphurus diomedeanus,,,,,,,
Symphurus elongatus,,,,,,,
Symphurus fasciolaris,,,,,,,
Symphurus ginsburgi,,,,,,,
Symphurus gorgonae,,,,,,,
Symphurus hondoensis,,,,,,,
Symphurus jenynsi,,,,,,,
Symphurus leei,,,,,,,
Symphurus ligulatus,,,,,,,
Symphurus marginatus,,,,,,,
Symphurus megasomus,,,,,,,
Symphurus melanurus,,,,,,,
Symphurus melasmatotheca,,,,,,,
Symphurus microlepis,,,,,,,
Symphurus minor,,,,,,,
Symphurus multimaculatus,,,,,,,
Symphurus nebulosus,,,,,,,
Symphurus nigrescens,,,,,,,"['Synodus saurus', 'Uranoscopus scaber']"
Symphurus normani,,,,,,,
Symphurus ocellaris,,,,,,,
Symphurus ocellatus,,,,,,,
Symphurus oligomerus,,,,,,,
Symphurus ommaspilus,,,,,,,
Symphurus orientalis,,,,,,,
Symphurus parvus,,,,,,,
Symphurus pelicanus,,,,,,,
Symphurus piger,,,,,,,
Symphurus plagiusa,,,,,,,"['Morone saxatilis', 'Rachycentron canadum']"
Symphurus plagusia,,,,,,,
Symphurus prolatinaris,,,,,,,
Symphurus pusillus,,,,,,,
Symphurus rhytisma,,,,,,,
Symphurus septemstriatus,,,,,,,
Symphurus stigmosus,,,,,,,
Symphurus strictus,,,,,,,
Symphurus tessellatus,,,,,,,
Symphurus thermophilus,,,,,,,
Symphurus trewavasae,,,,,,,
Symphurus trifasciatus,,,,,,,
Symphurus undecimplerus,,,,,,,
Symphurus urospilus,,,,,,,
Symphurus vanmelleae,,,,,,,
Symphurus varius,,,,,,,
Symphurus williamsi,,,,,,,
Symphysanodon berryi,,,,,,,
Symphysanodon katayamai,,,,,,,
Symphysanodon maunaloae,,,,,,,
Symphysanodon mona,,,,,,,
Symphysanodon octoactinus,,,,,,,
Symphysanodon parini,,,,,,,
Symphysanodon pitondelafournaisei,,,,,,,
Symphysanodon rhax,,,,,,,
Symphysanodon typus,,,,,,,
Symphysanodon xanthopterygion,,,,,,,
Symphysodon aequifasciatus,,,,,,,
Symphysodon discus,,,,,,,
Sympterichthys moultoni,,,,,,,
Sympterichthys politus,,,,,,,
Sympterichthys unipennis,,,,,,,
Sympterygia acuta,,,,,,,
Sympterygia bonapartii,,,,,,,
Sympterygia brevicaudata,,,,,,,
Sympterygia lima,,,,,,,
Synagrops bellus,,,,,,,"['Lophius gastrophysus', 'Malacocephalus occidentalis', 'Merluccius albidus']"
Synagrops japonicus,,,,,,,"['Congriscus megastomus', 'Macrorhamphosodes uradoi']"
Synanceia alula,,,,,,,
Synanceia horrida,,,,,,,
Synanceia nana,,,,,,,
Synanceia verrucosa,870.0,,,,,1100.0,
Synaphobranchus affinis,,,,,,,
Synaphobranchus brevidorsalis,,,,,,,
Synaphobranchus kaupii,57.1,37.0,29.6,,285.1,19.416666666666668,['Coryphaenoides rupestris']
Synaptura albomaculata,,,,,,,
Synaptura cadenati,,,,,,,
Synaptura commersonnii,,,,,,,
Synaptura marginata,,,,,,,
Synaptura salinarum,,,,,,,
Synapturichthys kleinii,,,,,,,
Synbranchus marmoratus,,,,,34.083333333333336,,['Hexanematichthys proops']
Synchiropus altivelis,,,,,,,
Synchiropus atrilabiatus,,,,,,,
Synchiropus australis,,,,,,,
Synchiropus bartelsi,,,,,,,
Synchiropus circularis,,,,,,,
Synchiropus claudiae,,,,,,,
Synchiropus corallinus,,,,,,,
Synchiropus delandi,,,,,,,
Synchiropus goodenbeani,,,,,,,
Synchiropus grandoculis,,,,,,,
Synchiropus grinnelli,,,,,,,
Synchiropus hawaiiensis,,,,,,,
Synchiropus kanmuensis,,,,,,,
Synchiropus kinmeiensis,,,,,,,
Synchiropus kiyoae,,,,,,,
Synchiropus laddi,,,,,,,
Synchiropus lateralis,,,,,,,
Synchiropus lineolatus,,,,,,,
Synchiropus marmoratus,,,,,,,
Synchiropus minutulus,,,,,,,
Synchiropus monacanthus,,,,,,,
Synchiropus morrisoni,,,,,,,
Synchiropus moyeri,,,,,,,
